hiy,diy,hid,L06,L01,L02,L03,L05,L04,,"﻿'L01': ['DK1', 'DK2'],"
637,27,13,1212,590,0,528,585,1532,,
638,27,14,1229,590,0,535,585,1532,,
639,27,15,1222,590,0,532,585,1532,,
640,27,16,1286,590,0,560,585,1532,,
641,27,17,1402,590,0,610,585,1532,,
642,27,18,1332,590,0,580,585,1532,,
643,27,19,1228,590,0,534,585,1532,,
644,27,20,1026,590,0,447,585,1532,,
645,27,21,968,590,0,421,585,1532,,
646,27,22,844,590,0,367,585,1532,,
647,27,23,778,590,0,338,585,1532,,
648,28,0,812,590,0,354,585,1532,,
649,28,1,755,590,0,329,585,1532,,
650,28,2,738,590,0,321,585,1532,,
651,28,3,722,590,0,314,585,1532,,
652,28,4,753,590,0,328,585,1532,,
653,28,5,804,590,0,350,585,1532,,
654,28,6,883,590,0,384,585,1532,,
655,28,7,963,590,0,419,585,1532,,
656,28,8,977,590,0,425,585,1532,,
657,28,9,961,590,0,418,585,1532,,
658,28,10,1037,590,0,451,585,1532,,
659,28,11,954,590,0,415,585,1532,,
660,28,12,884,590,0,385,585,1532,,
661,28,13,812,590,0,353,585,1532,,
662,28,14,822,590,0,358,585,1532,,
663,28,15,848,590,0,369,585,1532,,
664,28,16,1033,590,0,449,585,1532,,
665,28,17,1199,590,0,522,585,1532,,
666,28,18,1073,590,0,467,585,1532,,
667,28,19,924,590,0,402,585,1532,,
668,28,20,784,590,0,341,585,1532,,
669,28,21,771,590,0,336,585,1532,,
670,28,22,707,590,0,308,585,1532,,
671,28,23,619,590,0,269,585,1532,,
672,29,0,1700,590,0,740,585,1532,,
673,29,1,1437,590,0,625,585,1532,,
674,29,2,1632,590,0,710,585,1532,,
675,29,3,1700,590,0,740,585,1532,,
676,29,4,1507,590,0,656,585,1532,,
677,29,5,1440,590,0,627,585,1532,,
678,29,6,1700,590,0,740,585,1532,,
679,29,7,1700,590,0,740,585,1532,,
680,29,8,1700,590,0,740,585,1532,,
681,29,9,1700,590,0,740,585,1532,,
682,29,10,1700,590,0,740,585,1532,,
683,29,11,1700,590,0,740,585,1532,,
684,29,12,1700,590,0,740,585,1532,,
685,29,13,1700,590,0,740,585,1532,,
686,29,14,1700,590,0,740,585,1532,,
687,29,15,1700,590,0,740,585,1532,,
688,29,16,1700,590,0,740,585,1532,,
689,29,17,1688,590,0,735,585,1532,,
690,29,18,1552,590,0,676,585,1532,,
691,29,19,1552,590,0,676,585,1532,,
692,29,20,1495,590,0,651,585,1532,,
693,29,21,1232,590,0,536,585,1532,,
694,29,22,939,590,0,409,585,1532,,
695,29,23,771,590,0,336,585,1532,,
696,30,0,334,590,0,145,585,1532,,
697,30,1,327,590,0,142,585,1532,,
698,30,2,314,590,0,137,585,1532,,
699,30,3,327,590,0,143,585,1532,,
700,30,4,402,590,0,175,585,1532,,
701,30,5,521,590,0,227,585,1532,,
702,30,6,871,590,0,379,585,1532,,
703,30,7,1431,590,0,623,585,1532,,
704,30,8,1700,590,0,740,585,1532,,
705,30,9,1548,590,0,674,585,1532,,
706,30,10,1700,590,0,740,585,1532,,
707,30,11,1635,590,0,712,585,1532,,
708,30,12,1377,590,0,600,585,1532,,
709,30,13,1417,590,0,617,585,1532,,
710,30,14,1449,590,0,631,585,1532,,
711,30,15,1529,590,0,665,585,1532,,
712,30,16,1700,590,0,740,585,1532,,
713,30,17,1700,590,0,740,585,1532,,
714,30,18,1700,590,0,740,585,1532,,
715,30,19,1700,590,0,740,585,1532,,
716,30,20,1162,590,0,506,585,1532,,
717,30,21,1153,590,0,502,585,1532,,
718,30,22,872,590,0,380,585,1532,,
719,30,23,724,590,0,315,585,1532,,
720,31,0,752,590,0,327,585,1532,,
721,31,1,748,590,0,326,585,1532,,
722,31,2,709,590,0,309,585,1532,,
723,31,3,683,590,0,297,585,1532,,
724,31,4,711,590,0,310,585,1532,,
725,31,5,1513,590,0,658,585,1532,,
726,31,6,1700,590,0,740,585,1532,,
727,31,7,1700,590,0,740,585,1532,,
728,31,8,1700,590,0,740,585,1532,,
729,31,9,1700,590,0,740,585,1532,,
730,31,10,1700,590,0,740,585,1532,,
731,31,11,1700,590,0,740,585,1532,,
732,31,12,1700,590,0,740,585,1532,,
733,31,13,1700,590,80,740,585,1532,,
734,31,14,1700,590,140,740,585,1532,,
735,31,15,1700,590,0,740,585,1532,,
736,31,16,1700,590,0,740,585,1532,,
737,31,17,1700,590,110,740,585,1532,,
738,31,18,1700,590,40,740,585,1532,,
739,31,19,1700,590,0,740,585,1532,,
740,31,20,1700,590,0,740,585,1532,,
741,31,21,1700,590,0,740,585,1532,,
742,31,22,983,590,0,428,585,1532,,
743,31,23,833,590,0,363,585,1532,,
744,32,0,896,590,0,390,585,1532,,
745,32,1,819,590,0,356,585,1532,,
746,32,2,805,590,0,350,585,1532,,
747,32,3,858,590,0,373,585,1532,,
748,32,4,905,590,0,394,585,1532,,
749,32,5,1151,590,0,501,585,1532,,
750,32,6,1700,590,0,740,585,1532,,
751,32,7,1700,590,0,740,585,1532,,
752,32,8,1700,590,0,740,585,1532,,
753,32,9,1700,590,0,740,585,1532,,
754,32,10,1700,590,0,740,585,1532,,
755,32,11,1700,590,0,740,585,1532,,
756,32,12,1700,590,0,740,585,1532,,
757,32,13,1700,590,0,740,585,1532,,
758,32,14,1700,590,0,740,585,1532,,
759,32,15,1700,590,0,740,585,1532,,
760,32,16,1700,590,0,740,585,1532,,
761,32,17,1700,590,0,740,585,1532,,
762,32,18,1700,590,0,740,585,1532,,
763,32,19,1700,590,0,740,585,1532,,
764,32,20,1700,590,0,740,585,1532,,
765,32,21,1415,590,0,616,585,1532,,
766,32,22,1051,590,0,458,585,1532,,
767,32,23,988,590,0,430,585,1532,,
768,33,0,924,590,0,402,585,1532,,
769,33,1,957,590,0,417,585,1532,,
770,33,2,1077,590,0,469,585,1532,,
771,33,3,969,590,0,422,585,1532,,
772,33,4,1295,590,0,564,585,1532,,
773,33,5,1700,590,0,740,585,1532,,
774,33,6,1700,590,0,740,585,1532,,
775,33,7,1700,590,0,740,585,1532,,
776,33,8,1700,590,0,740,585,1532,,
777,33,9,1700,590,0,740,585,1532,,
778,33,10,1700,590,0,740,585,1532,,
779,33,11,1700,590,0,740,585,1532,,
780,33,12,1700,590,0,740,585,1532,,
781,33,13,1700,590,0,740,585,1532,,
782,33,14,1700,590,0,740,585,1532,,
783,33,15,1700,590,0,740,585,1532,,
784,33,16,1700,590,0,740,585,1532,,
785,33,17,1700,590,0,740,585,1532,,
786,33,18,1700,590,0,740,585,1532,,
787,33,19,1700,590,0,740,585,1532,,
788,33,20,1700,590,0,740,585,1532,,
789,33,21,1700,590,0,740,585,1532,,
790,33,22,1324,590,0,576,585,1532,,
791,33,23,954,590,0,415,585,1532,,
792,34,0,834,590,0,363,585,1532,,
793,34,1,840,590,0,366,585,1532,,
794,34,2,878,590,0,382,585,1532,,
795,34,3,823,590,0,358,585,1532,,
796,34,4,948,590,0,413,585,1532,,
797,34,5,1229,590,0,535,585,1532,,
798,34,6,1700,590,0,740,585,1532,,
799,34,7,1700,590,0,740,585,1532,,
800,34,8,1700,590,0,740,585,1532,,
801,34,9,1700,590,0,740,585,1532,,
802,34,10,1700,590,0,740,585,1532,,
803,34,11,1700,590,0,740,585,1532,,
804,34,12,1700,590,0,740,585,1532,,
805,34,13,1700,590,0,740,585,1532,,
806,34,14,1700,590,0,740,585,1532,,
807,34,15,1700,590,320,740,585,1532,,
808,34,16,1700,590,280,740,585,1532,,
809,34,17,1700,590,370,740,585,1532,,
810,34,18,1700,590,260,740,585,1532,,
811,34,19,1700,590,120,740,585,1532,,
812,34,20,1277,590,50,556,585,1532,,
813,34,21,890,590,10,387,585,1532,,
814,34,22,773,590,0,337,585,1532,,
815,34,23,722,590,0,314,585,1532,,
816,35,0,491,590,0,214,585,1532,,
817,35,1,444,590,0,193,585,1532,,
818,35,2,418,590,0,182,585,1532,,
819,35,3,435,590,0,189,585,1532,,
820,35,4,492,590,0,214,585,1532,,
821,35,5,550,590,0,239,585,1532,,
822,35,6,621,590,0,271,585,1532,,
823,35,7,758,590,0,330,585,1532,,
824,35,8,825,590,0,359,585,1532,,
825,35,9,920,590,0,400,585,1532,,
826,35,10,997,590,0,434,585,1532,,
827,35,11,1038,590,0,452,585,1532,,
828,35,12,1083,590,0,472,585,1532,,
829,35,13,1085,590,0,472,585,1532,,
830,35,14,1041,590,0,453,585,1532,,
831,35,15,1115,590,0,485,585,1532,,
832,35,16,1371,590,0,597,585,1532,,
833,35,17,1430,590,0,622,585,1532,,
834,35,18,1394,590,0,607,585,1532,,
835,35,19,1276,590,0,555,585,1532,,
836,35,20,1377,590,0,599,585,1532,,
837,35,21,1072,590,0,467,585,1532,,
838,35,22,807,590,0,351,585,1532,,
839,35,23,695,590,0,302,585,1532,,
840,36,0,609,590,160,265,585,1532,,
841,36,1,543,590,200,236,585,1532,,
842,36,2,543,590,220,236,585,1532,,
843,36,3,559,590,210,243,585,1532,,
844,36,4,610,590,130,266,585,1532,,
845,36,5,661,590,80,288,585,1532,,
846,36,6,749,590,20,326,585,1532,,
847,36,7,860,590,0,375,585,1532,,
848,36,8,914,590,0,398,585,1532,,
849,36,9,968,590,0,421,585,1532,,
850,36,10,1035,590,0,450,585,1532,,
851,36,11,1044,590,20,454,585,1532,,
852,36,12,1054,590,0,459,585,1532,,
853,36,13,1049,590,140,457,585,1532,,
854,36,14,1009,590,100,439,585,1532,,
855,36,15,1054,590,70,459,585,1532,,
856,36,16,1242,590,0,541,585,1532,,
857,36,17,1262,590,0,549,585,1532,,
858,36,18,1215,590,0,529,585,1532,,
859,36,19,1103,590,0,480,585,1532,,
860,36,20,1119,590,0,487,585,1532,,
861,36,21,991,590,0,431,585,1532,,
862,36,22,796,590,0,346,585,1532,,
863,36,23,680,590,0,296,585,1532,,
864,37,0,926,590,370,403,585,1532,,
865,37,1,943,590,290,411,585,1532,,
866,37,2,974,590,180,424,585,1532,,
867,37,3,1001,590,100,436,585,1532,,
868,37,4,1076,590,60,468,585,1532,,
869,37,5,1456,590,40,634,585,1532,,
870,37,6,1700,590,10,740,585,1532,,
871,37,7,1700,590,0,740,585,1532,,
872,37,8,1700,590,0,740,585,1532,,
873,37,9,1700,590,0,740,585,1532,,
874,37,10,1700,590,0,740,585,1532,,
875,37,11,1700,590,0,740,585,1532,,
876,37,12,1700,590,0,740,585,1532,,
877,37,13,1700,590,0,740,585,1532,,
878,37,14,1700,590,0,740,585,1532,,
879,37,15,1700,590,0,740,585,1532,,
880,37,16,1700,590,0,740,585,1532,,
881,37,17,1700,590,0,740,585,1532,,
882,37,18,1700,590,0,740,585,1532,,
883,37,19,1700,590,0,740,585,1532,,
884,37,20,1700,590,0,740,585,1532,,
885,37,21,1700,590,0,740,585,1532,,
886,37,22,1342,590,0,584,585,1532,,
887,37,23,1157,590,0,504,585,1532,,
888,38,0,1073,590,0,370,585,1532,,
889,38,1,1081,590,0,370,585,1532,,
890,38,2,1074,590,0,370,585,1532,,
891,38,3,1115,590,0,370,585,1532,,
892,38,4,1185,590,0,370,585,1532,,
893,38,5,1573,590,0,370,585,1532,,
894,38,6,1700,590,0,370,585,1532,,
895,38,7,1700,590,0,370,585,1532,,
896,38,8,1700,590,0,370,585,1532,,
897,38,9,1700,590,0,370,585,1532,,
898,38,10,1700,590,0,370,585,1532,,
899,38,11,1700,590,0,370,585,1532,,
900,38,12,1700,590,0,370,585,1532,,
901,38,13,1700,590,0,370,585,1532,,
902,38,14,1700,590,0,370,585,1532,,
903,38,15,1700,590,0,370,585,1532,,
904,38,16,1700,590,0,370,585,1532,,
905,38,17,1700,590,0,370,585,1532,,
906,38,18,1700,590,0,370,585,1532,,
907,38,19,1700,590,0,370,585,1532,,
908,38,20,1700,590,0,370,585,1532,,
909,38,21,1700,590,0,370,585,1532,,
910,38,22,1223,590,0,370,585,1532,,
911,38,23,1091,590,0,370,585,1532,,
912,39,0,785,590,0,342,585,1532,,
913,39,1,779,590,0,339,585,1532,,
914,39,2,816,590,0,355,585,1532,,
915,39,3,842,590,0,367,585,1532,,
916,39,4,933,590,0,406,585,1532,,
917,39,5,1160,590,0,505,585,1532,,
918,39,6,1700,590,0,740,585,1532,,
919,39,7,1700,590,0,740,585,1532,,
920,39,8,1700,590,0,740,585,1532,,
921,39,9,1700,590,0,740,585,1532,,
922,39,10,1700,590,0,740,585,1532,,
923,39,11,1700,590,0,740,585,1532,,
924,39,12,1700,590,0,740,585,1532,,
925,39,13,1700,590,0,740,585,1532,,
926,39,14,1700,590,0,740,585,1532,,
927,39,15,1700,590,0,740,585,1532,,
928,39,16,1700,590,0,740,585,1532,,
929,39,17,1700,590,0,740,585,1532,,
930,39,18,1700,590,0,740,585,1532,,
931,39,19,1700,590,0,740,585,1532,,
932,39,20,1700,590,0,740,585,1532,,
933,39,21,1463,590,0,637,585,1532,,
934,39,22,1212,590,170,527,585,1532,,
935,39,23,1072,590,270,467,585,1532,,
936,40,0,919,590,210,400,585,1532,,
937,40,1,904,590,260,394,585,1532,,
938,40,2,931,590,320,405,585,1532,,
939,40,3,974,590,410,424,585,1532,,
940,40,4,1071,590,490,466,585,1532,,
941,40,5,1306,590,570,569,585,1532,,
942,40,6,1673,590,690,728,585,1532,,
943,40,7,1700,590,500,740,585,1532,,
944,40,8,1700,590,720,740,585,1532,,
945,40,9,1700,590,720,740,585,1532,,
946,40,10,1700,590,740,740,585,1532,,
947,40,11,1700,590,760,740,585,1532,,
948,40,12,1700,590,750,740,585,1532,,
949,40,13,1700,590,740,740,585,1532,,
950,40,14,1700,590,610,740,585,1532,,
951,40,15,1700,590,500,740,585,1532,,
952,40,16,1700,590,380,740,585,1532,,
953,40,17,1700,590,200,740,585,1532,,
954,40,18,1700,590,0,740,585,1532,,
955,40,19,1700,590,0,740,585,1532,,
956,40,20,1645,590,0,716,585,1532,,
957,40,21,1494,590,0,650,585,1532,,
958,40,22,1297,590,0,565,585,1532,,
959,40,23,1184,590,0,515,585,1532,,
960,41,0,1038,590,0,452,585,1532,,
961,41,1,1021,590,0,444,585,1532,,
962,41,2,997,590,0,434,585,1532,,
963,41,3,987,590,0,430,585,1532,,
964,41,4,1196,590,0,520,585,1532,,
965,41,5,1700,590,0,740,585,1532,,
966,41,6,1700,590,0,740,585,1532,,
967,41,7,1700,590,0,740,585,1532,,
968,41,8,1700,590,0,740,585,1532,,
969,41,9,1700,590,0,740,585,1532,,
970,41,10,1700,590,0,740,585,1532,,
971,41,11,1700,590,0,740,585,1532,,
972,41,12,1700,590,0,740,585,1532,,
973,41,13,1700,590,0,740,585,1532,,
974,41,14,1700,590,0,740,585,1532,,
975,41,15,1700,590,0,740,585,1532,,
976,41,16,1700,590,0,740,585,1532,,
977,41,17,1700,590,0,740,585,1532,,
978,41,18,1700,590,0,740,585,1532,,
979,41,19,1700,590,0,740,585,1532,,
980,41,20,1700,590,0,740,585,1532,,
981,41,21,1215,590,0,529,585,1532,,
982,41,22,1026,590,0,447,585,1532,,
983,41,23,912,590,0,397,585,1532,,
984,42,0,1094,590,0,476,585,1532,,
985,42,1,1050,590,0,457,585,1532,,
986,42,2,1024,590,0,446,585,1532,,
987,42,3,1035,590,0,450,585,1532,,
988,42,4,1117,590,0,486,585,1532,,
989,42,5,1144,590,0,498,585,1532,,
990,42,6,1349,590,0,587,585,1532,,
991,42,7,1559,590,0,679,585,1532,,
992,42,8,1601,590,0,697,585,1532,,
993,42,9,1601,590,0,697,585,1532,,
994,42,10,1600,590,0,696,585,1532,,
995,42,11,1550,590,0,675,585,1532,,
996,42,12,1472,590,0,641,585,1532,,
997,42,13,1412,590,0,615,585,1532,,
998,42,14,1360,590,0,592,585,1532,,
999,42,15,1419,590,0,618,585,1532,,
1000,42,16,1539,590,0,670,585,1532,,
1001,42,17,1547,590,0,674,585,1532,,
1002,42,18,1533,590,0,667,585,1532,,
1003,42,19,1515,590,0,659,585,1532,,
1004,42,20,1417,590,0,617,585,1532,,
1005,42,21,1325,590,0,577,585,1532,,
1006,42,22,1208,590,0,526,585,1532,,
1007,42,23,1025,590,0,446,585,1532,,
1008,43,0,956,590,0,416,585,1532,,
1009,43,1,963,590,0,419,585,1532,,
1010,43,2,953,590,0,415,585,1532,,
1011,43,3,941,590,0,410,585,1532,,
1012,43,4,992,590,0,432,585,1532,,
1013,43,5,1071,590,0,466,585,1532,,
1014,43,6,1291,590,0,562,585,1532,,
1015,43,7,1375,590,0,598,585,1532,,
1016,43,8,1494,590,0,650,585,1532,,
1017,43,9,1513,590,0,659,585,1532,,
1018,43,10,1634,590,0,711,585,1532,,
1019,43,11,1684,590,0,733,585,1532,,
1020,43,12,1582,590,0,688,585,1532,,
1021,43,13,1512,590,0,658,585,1532,,
1022,43,14,1506,590,0,655,585,1532,,
1023,43,15,1530,590,0,666,585,1532,,
1024,43,16,1700,590,0,740,585,1532,,
1025,43,17,1700,590,0,740,585,1532,,
1026,43,18,1700,590,0,740,585,1532,,
1027,43,19,1700,590,0,740,585,1532,,
1028,43,20,1700,590,0,740,585,1532,,
1029,43,21,1675,590,0,729,585,1532,,
1030,43,22,1436,590,0,625,585,1532,,
1031,43,23,1290,590,0,561,585,1532,,
1032,44,0,1151,590,0,501,585,1532,,
1033,44,1,1148,590,0,500,585,1532,,
1034,44,2,1109,590,0,483,585,1532,,
1035,44,3,1180,590,0,513,585,1532,,
1036,44,4,1306,590,0,568,585,1532,,
1037,44,5,1591,590,0,693,585,1532,,
1038,44,6,1450,590,0,740,585,1532,,
1039,44,7,1000,590,0,740,585,1532,,
1040,44,8,1000,590,0,740,585,1532,,
1041,44,9,1000,590,0,740,585,1532,,
1042,44,10,1000,590,0,740,585,1532,,
1043,44,11,1000,590,0,740,585,1532,,
1044,44,12,1000,590,0,740,585,1532,,
1045,44,13,1450,590,0,657,585,1532,,
1046,44,14,1689,590,0,735,585,1532,,
1047,44,15,1700,590,0,740,585,1532,,
1048,44,16,1700,590,0,740,585,1532,,
1049,44,17,1700,590,0,740,585,1532,,
1050,44,18,1700,590,0,740,585,1532,,
1051,44,19,1700,590,0,740,585,1532,,
1052,44,20,1695,590,0,738,585,1532,,
1053,44,21,1580,590,0,688,585,1532,,
1054,44,22,1442,590,0,628,585,1532,,
1055,44,23,1339,590,0,583,585,1532,,
1056,45,0,1222,590,0,532,585,1532,,
1057,45,1,1148,590,0,500,585,1532,,
1058,45,2,1145,590,0,498,585,1532,,
1059,45,3,1210,590,0,527,585,1532,,
1060,45,4,1313,590,0,571,585,1532,,
1061,45,5,1608,590,0,700,585,1532,,
1062,45,6,1700,590,0,740,585,1532,,
1063,45,7,1700,590,0,740,585,1532,,
1064,45,8,1700,590,0,370,585,1532,,
1065,45,9,1700,590,0,370,585,1532,,
1066,45,10,1700,590,0,370,585,1532,,
1067,45,11,1700,590,0,370,585,1532,,
1068,45,12,1700,590,80,370,585,1532,,
1069,45,13,1700,590,190,370,585,1532,,
1070,45,14,1700,590,190,370,585,1532,,
1071,45,15,1700,590,190,370,585,1532,,
1072,45,16,1700,590,0,370,585,1532,,
1073,45,17,1700,590,0,740,585,1532,,
1074,45,18,1700,590,0,740,585,1532,,
1075,45,19,1700,590,0,740,585,1532,,
1076,45,20,1700,590,0,740,585,1532,,
1077,45,21,1700,590,0,740,585,1532,,
1078,45,22,1700,590,0,740,585,1532,,
1079,45,23,1520,590,20,662,585,1532,,
1080,46,0,1700,590,410,740,585,1532,,
1081,46,1,1700,590,560,740,585,1532,,
1082,46,2,1700,590,730,740,585,1532,,
1083,46,3,1700,590,880,740,585,1532,,
1084,46,4,1700,590,1010,740,585,1532,,
1085,46,5,1700,590,1120,740,585,1532,,
1086,46,6,1700,590,1170,740,585,1532,,
1087,46,7,1700,590,1250,740,585,1532,,
1088,46,8,1700,590,1290,740,585,1532,,
1089,46,9,1700,590,1220,740,585,1532,,
1090,46,10,1700,590,1230,740,585,1532,,
1091,46,11,1700,590,1250,740,585,1532,,
1092,46,12,1700,590,1310,740,585,1532,,
1093,46,13,1700,590,1310,740,585,1532,,
1094,46,14,1700,590,1270,740,585,1532,,
1095,46,15,1700,590,1290,740,585,1532,,
1096,46,16,1700,590,1390,740,585,1532,,
1097,46,17,1700,590,1330,740,585,1532,,
1098,46,18,1700,590,1170,740,585,1532,,
1099,46,19,1700,590,970,740,585,1532,,
1100,46,20,1700,590,700,740,585,1532,,
1101,46,21,1700,590,560,740,585,1532,,
1102,46,22,1700,590,300,740,585,1532,,
1103,46,23,1700,590,80,740,585,1532,,
1104,47,0,750,590,0,327,585,1532,,
1105,47,1,527,590,0,229,585,1532,,
1106,47,2,482,590,0,210,585,1532,,
1107,47,3,571,590,0,249,585,1532,,
1108,47,4,758,590,0,330,585,1532,,
1109,47,5,1172,590,0,510,585,1532,,
1110,47,6,1700,590,0,740,585,1532,,
1111,47,7,1700,590,0,740,585,1532,,
1112,47,8,1700,590,0,740,585,1532,,
1113,47,9,1700,590,0,740,585,1532,,
1114,47,10,1700,590,0,740,585,1532,,
1115,47,11,1700,590,0,740,585,1532,,
1116,47,12,1700,590,0,740,585,1532,,
1117,47,13,1700,590,0,740,585,1532,,
1118,47,14,1700,590,0,740,585,1532,,
1119,47,15,1068,590,0,465,585,1532,,
1120,47,16,917,590,0,399,585,1532,,
1121,47,17,1066,590,0,464,585,1532,,
1122,47,18,1164,590,0,507,585,1532,,
1123,47,19,940,590,0,409,585,1532,,
1124,47,20,820,590,0,357,585,1532,,
1125,47,21,644,590,0,280,585,1532,,
1126,47,22,538,590,0,234,585,1532,,
1127,47,23,404,590,0,176,585,1532,,
1128,48,0,810,590,0,353,585,1532,,
1129,48,1,810,590,0,353,585,1532,,
1130,48,2,835,590,0,364,585,1532,,
1131,48,3,851,590,0,370,585,1532,,
1132,48,4,1098,590,0,478,585,1532,,
1133,48,5,1457,590,0,634,585,1532,,
1134,48,6,1700,590,0,740,585,1532,,
1135,48,7,1700,590,0,740,585,1532,,
1136,48,8,1700,590,0,740,585,1532,,
1137,48,9,1700,590,0,740,585,1532,,
1138,48,10,1700,590,0,740,585,1532,,
1139,48,11,1700,590,0,740,585,1532,,
1140,48,12,1700,590,0,740,585,1532,,
1141,48,13,1700,590,30,740,585,1532,,
1142,48,14,1700,590,80,740,585,1532,,
1143,48,15,1700,590,90,740,585,1532,,
1144,48,16,1700,590,140,740,585,1532,,
1145,48,17,1700,590,200,740,585,1532,,
1146,48,18,1640,590,330,714,585,1532,,
1147,48,19,1700,590,410,740,585,1532,,
1148,48,20,1511,590,380,658,585,1532,,
1149,48,21,1196,590,470,521,585,1532,,
1150,48,22,1056,590,520,460,585,1532,,
1151,48,23,1035,590,560,451,585,1532,,
1152,49,0,1023,590,130,445,585,1532,,
1153,49,1,933,590,180,406,585,1532,,
1154,49,2,883,590,200,384,585,1532,,
1155,49,3,894,590,200,389,585,1532,,
1156,49,4,918,590,280,400,585,1532,,
1157,49,5,1087,590,450,473,585,1532,,
1158,49,6,1304,590,620,567,585,1532,,
1159,49,7,1357,590,800,591,585,1532,,
1160,49,8,1534,590,940,668,585,1532,,
1161,49,9,1700,590,1000,740,585,1532,,
1162,49,10,1700,590,970,740,585,1532,,
1163,49,11,1700,590,900,740,585,1532,,
1164,49,12,1700,590,760,740,585,1532,,
1165,49,13,1565,590,560,681,585,1532,,
1166,49,14,1482,590,290,645,585,1532,,
1167,49,15,1452,590,40,632,585,1532,,
1168,49,16,1700,590,0,740,585,1532,,
1169,49,17,1700,590,0,740,585,1532,,
1170,49,18,1700,590,0,740,585,1532,,
1171,49,19,1474,590,0,642,585,1532,,
1172,49,20,1371,590,0,597,585,1532,,
1173,49,21,1275,590,0,555,585,1532,,
1174,49,22,1089,590,0,474,585,1532,,
1175,49,23,844,590,0,367,585,1532,,
1176,50,0,601,590,0,262,585,702,,
1177,50,1,582,590,0,253,585,702,,
1178,50,2,529,590,0,230,585,702,,
1179,50,3,511,590,0,222,585,702,,
1180,50,4,551,590,0,240,585,702,,
1181,50,5,643,590,0,280,585,702,,
1182,50,6,810,590,0,352,585,702,,
1183,50,7,893,590,0,389,585,702,,
1184,50,8,1029,590,0,448,585,702,,
1185,50,9,1056,590,0,460,585,702,,
1186,50,10,1187,590,0,517,585,702,,
1187,50,11,1277,590,160,556,585,702,,
1188,50,12,1228,590,460,534,585,702,,
1189,50,13,1135,590,660,494,585,702,,
1190,50,14,1111,590,940,483,585,702,,
1191,50,15,1091,590,920,475,585,702,,
1192,50,16,1277,590,940,556,585,702,,
1193,50,17,1419,590,870,618,585,702,,
1194,50,18,1395,590,870,607,585,702,,
1195,50,19,1342,590,720,584,585,702,,
1196,50,20,1232,590,600,536,585,702,,
1197,50,21,1050,590,530,457,585,702,,
1198,50,22,861,590,310,375,585,702,,
1199,50,23,729,590,150,317,585,702,,
1200,51,0,262,590,0,114,585,702,,
1201,51,1,264,590,0,115,585,702,,
1202,51,2,222,590,0,97,585,702,,
1203,51,3,248,590,0,108,585,702,,
1204,51,4,407,590,0,177,585,702,,
1205,51,5,665,590,0,289,585,702,,
1206,51,6,879,590,0,382,585,702,,
1207,51,7,1016,590,0,442,585,702,,
1208,51,8,1089,590,0,474,585,702,,
1209,51,9,921,590,0,401,585,702,,
1210,51,10,926,590,0,403,585,702,,
1211,51,11,891,590,0,388,585,702,,
1212,51,12,869,590,0,378,585,702,,
1213,51,13,919,590,0,400,585,702,,
1214,51,14,973,590,0,423,585,702,,
1215,51,15,974,590,0,424,585,702,,
1216,51,16,982,590,0,427,585,702,,
1217,51,17,1024,590,0,446,585,702,,
1218,51,18,990,590,0,431,585,702,,
1219,51,19,845,590,0,368,585,702,,
1220,51,20,721,590,0,314,585,702,,
