hiy,diy,hid,KBH_1,KBH_2,KBH_3,KBH_4,KBH_5,KBH_6,KBH_7,KBH_8,KBH_9,KBH_10,KBH_11,KBH_12,KBH_13,KBH_14,AAR_1,AAR_2,AAR_3,AAR_4,AAR_5,AAR_6,AAR_7,AAR_8,AAR_9,TVIS_1,TVIS_2,TVIS_3,TVIS_4,TVIS_5,TVIS_6,copenhagen (MWh),TVIS (MWh),Aarhus (MWh)
5550,232,6,31.95073029,21.30048686,21.30048686,21.30048686,10.65024343,10.65024343,10.65024343,21.30048686,21.30048686,10.65024343,10.65024343,10.65024343,10.65024343,21.30048686,23.58896892,11.79448446,11.79448446,11.79448446,11.79448446,11.79448446,11.79448446,11.79448446,11.79448446,10.56222489,10.56222489,14.08296652,10.56222489,14.08296652,10.56222489,213.0048686,70.41483259,117.9448446
5551,232,7,35.86068267,23.90712178,23.90712178,23.90712178,11.95356089,11.95356089,11.95356089,23.90712178,23.90712178,11.95356089,11.95356089,11.95356089,11.95356089,23.90712178,26.47565553,13.23782776,13.23782776,13.23782776,13.23782776,13.23782776,13.23782776,13.23782776,13.23782776,11.85477113,11.85477113,15.80636151,11.85477113,15.80636151,11.85477113,239.0712178,79.03180754,132.3782776
5552,232,8,38.20957198,25.47304798,25.47304798,25.47304798,12.73652399,12.73652399,12.73652399,25.47304798,25.47304798,12.73652399,12.73652399,12.73652399,12.73652399,25.47304798,28.20982173,14.10491087,14.10491087,14.10491087,14.10491087,14.10491087,14.10491087,14.10491087,14.10491087,12.63126346,12.63126346,16.84168462,12.63126346,16.84168462,12.63126346,254.7304798,84.20842309,141.0491087
5553,232,9,40.0332438,26.6888292,26.6888292,26.6888292,13.3444146,13.3444146,13.3444146,26.6888292,26.6888292,13.3444146,13.3444146,13.3444146,13.3444146,26.6888292,29.55622407,14.77811203,14.77811203,14.77811203,14.77811203,14.77811203,14.77811203,14.77811203,14.77811203,13.23413018,13.23413018,17.64550691,13.23413018,17.64550691,13.23413018,266.888292,88.22753453,147.7811203
5554,232,10,42.33836498,28.22557665,28.22557665,28.22557665,14.11278833,14.11278833,14.11278833,28.22557665,28.22557665,14.11278833,14.11278833,14.11278833,14.11278833,28.22557665,31.25807662,15.62903831,15.62903831,15.62903831,15.62903831,15.62903831,15.62903831,15.62903831,15.62903831,13.99615371,13.99615371,18.66153828,13.99615371,18.66153828,13.99615371,282.2557665,93.30769141,156.2903831
5555,232,11,40.64599753,27.09733168,27.09733168,27.09733168,13.54866584,13.54866584,13.54866584,27.09733168,27.09733168,13.54866584,13.54866584,13.54866584,13.54866584,27.09733168,30.00861525,15.00430763,15.00430763,15.00430763,15.00430763,15.00430763,15.00430763,15.00430763,15.00430763,13.4366934,13.4366934,17.9155912,13.4366934,17.9155912,13.4366934,270.9733168,89.57795598,150.0430763
5556,232,12,40.41256753,26.94171169,26.94171169,26.94171169,13.47085584,13.47085584,13.47085584,26.94171169,26.94171169,13.47085584,13.47085584,13.47085584,13.47085584,26.94171169,29.83627575,14.91813788,14.91813788,14.91813788,14.91813788,14.91813788,14.91813788,14.91813788,14.91813788,13.35952646,13.35952646,17.81270194,13.35952646,17.81270194,13.35952646,269.4171169,89.06350972,149.1813788
5557,232,13,37.52387137,25.01591425,25.01591425,25.01591425,12.50795712,12.50795712,12.50795712,25.01591425,25.01591425,12.50795712,12.50795712,12.50795712,12.50795712,25.01591425,27.70357446,13.85178723,13.85178723,13.85178723,13.85178723,13.85178723,13.85178723,13.85178723,13.85178723,12.40458558,12.40458558,16.53944744,12.40458558,16.53944744,12.40458558,250.1591425,82.69723718,138.5178723
5558,232,14,35.7877358,23.85849053,23.85849053,23.85849053,11.92924527,11.92924527,11.92924527,23.85849053,23.85849053,11.92924527,11.92924527,11.92924527,11.92924527,23.85849053,26.42179943,13.21089972,13.21089972,13.21089972,13.21089972,13.21089972,13.21089972,13.21089972,13.21089972,11.83065646,11.83065646,15.77420862,11.83065646,15.77420862,11.83065646,238.5849053,78.87104308,132.1089972
5559,232,15,35.07083018,23.38055345,23.38055345,23.38055345,11.69027673,11.69027673,11.69027673,23.38055345,23.38055345,11.69027673,11.69027673,11.69027673,11.69027673,23.38055345,25.89251374,12.94625687,12.94625687,12.94625687,12.94625687,12.94625687,12.94625687,12.94625687,12.94625687,11.59366287,11.59366287,15.45821716,11.59366287,15.45821716,11.59366287,233.8055345,77.2910858,129.4625687
5560,232,16,35.89933184,23.9328879,23.9328879,23.9328879,11.96644395,11.96644395,11.96644395,23.9328879,23.9328879,11.96644395,11.96644395,11.96644395,11.96644395,23.9328879,26.5041899,13.25209495,13.25209495,13.25209495,13.25209495,13.25209495,13.25209495,13.25209495,13.25209495,11.86754772,11.86754772,15.82339696,11.86754772,15.82339696,11.86754772,239.328879,79.11698478,132.5209495
5561,232,17,37.53846075,25.0256405,25.0256405,25.0256405,12.51282025,12.51282025,12.51282025,25.0256405,25.0256405,12.51282025,12.51282025,12.51282025,12.51282025,25.0256405,27.71434567,13.85717284,13.85717284,13.85717284,13.85717284,13.85717284,13.85717284,13.85717284,13.85717284,12.40940851,12.40940851,16.54587801,12.40940851,16.54587801,12.40940851,250.256405,82.72939007,138.5717284
5562,232,18,37.93237386,25.28824924,25.28824924,25.28824924,12.64412462,12.64412462,12.64412462,25.28824924,25.28824924,12.64412462,12.64412462,12.64412462,12.64412462,25.28824924,28.00516858,14.00258429,14.00258429,14.00258429,14.00258429,14.00258429,14.00258429,14.00258429,14.00258429,12.53962772,12.53962772,16.71950363,12.53962772,16.71950363,12.53962772,252.8824924,83.59751815,140.0258429
5563,232,19,35.64184205,23.76122803,23.76122803,23.76122803,11.88061402,11.88061402,11.88061402,23.76122803,23.76122803,11.88061402,11.88061402,11.88061402,11.88061402,23.76122803,26.31408725,13.15704362,13.15704362,13.15704362,13.15704362,13.15704362,13.15704362,13.15704362,13.15704362,11.78242712,11.78242712,15.70990283,11.78242712,15.70990283,11.78242712,237.6122803,78.54951416,131.5704362
5564,232,20,36.5317939,24.35452927,24.35452927,24.35452927,12.17726463,12.17726463,12.17726463,24.35452927,24.35452927,12.17726463,12.17726463,12.17726463,12.17726463,24.35452927,26.97113158,13.48556579,13.48556579,13.48556579,13.48556579,13.48556579,13.48556579,13.48556579,13.48556579,12.07662608,12.07662608,16.10216811,12.07662608,16.10216811,12.07662608,243.5452927,80.51084055,134.8556579
5565,232,21,34.78106895,23.1873793,23.1873793,23.1873793,11.59368965,11.59368965,11.59368965,23.1873793,23.1873793,11.59368965,11.59368965,11.59368965,11.59368965,23.1873793,25.67858534,12.83929267,12.83929267,12.83929267,12.83929267,12.83929267,12.83929267,12.83929267,12.83929267,11.49787403,11.49787403,15.33049871,11.49787403,15.33049871,11.49787403,231.873793,76.65249356,128.3929267
5566,232,22,33.2054165,22.13694433,22.13694433,22.13694433,11.06847217,11.06847217,11.06847217,22.13694433,22.13694433,11.06847217,11.06847217,11.06847217,11.06847217,22.13694433,24.51529372,12.25764686,12.25764686,12.25764686,12.25764686,12.25764686,12.25764686,12.25764686,12.25764686,10.97699719,10.97699719,14.63599625,10.97699719,14.63599625,10.97699719,221.3694433,73.17998127,122.5764686
5567,232,23,31.03159969,20.68773313,20.68773313,20.68773313,10.34386656,10.34386656,10.34386656,20.68773313,20.68773313,10.34386656,10.34386656,10.34386656,10.34386656,20.68773313,22.91038214,11.45519107,11.45519107,11.45519107,11.45519107,11.45519107,11.45519107,11.45519107,11.45519107,10.25838006,10.25838006,13.67784008,10.25838006,13.67784008,10.25838006,206.8773313,68.38920042,114.5519107
5568,233,0,29.70396661,19.8026444,19.8026444,19.8026444,9.901322202,9.901322202,9.901322202,19.8026444,19.8026444,9.901322202,9.901322202,9.901322202,9.901322202,19.8026444,21.93020124,10.96510062,10.96510062,10.96510062,10.96510062,10.96510062,10.96510062,10.96510062,10.96510062,9.819493093,9.819493093,13.09265746,9.819493093,13.09265746,9.819493093,198.026444,65.46328729,109.6510062
5569,233,1,28.93072975,19.28715317,19.28715317,19.28715317,9.643576585,9.643576585,9.643576585,19.28715317,19.28715317,9.643576585,9.643576585,9.643576585,9.643576585,19.28715317,21.35932665,10.67966333,10.67966333,10.67966333,10.67966333,10.67966333,10.67966333,10.67966333,10.67966333,9.563877605,9.563877605,12.75183681,9.563877605,12.75183681,9.563877605,192.8715317,63.75918403,106.7966333
5570,233,2,30.37507784,20.25005189,20.25005189,20.25005189,10.12502595,10.12502595,10.12502595,20.25005189,20.25005189,10.12502595,10.12502595,10.12502595,10.12502595,20.25005189,22.4256773,11.21283865,11.21283865,11.21283865,11.21283865,11.21283865,11.21283865,11.21283865,11.21283865,10.04134804,10.04134804,13.38846406,10.04134804,13.38846406,10.04134804,202.5005189,66.9423203,112.1283865
5571,233,3,29.57266223,19.71510816,19.71510816,19.71510816,9.857554078,9.857554078,9.857554078,19.71510816,19.71510816,9.857554078,9.857554078,9.857554078,9.857554078,19.71510816,21.83326027,10.91663014,10.91663014,10.91663014,10.91663014,10.91663014,10.91663014,10.91663014,10.91663014,9.776086689,9.776086689,13.03478225,9.776086689,13.03478225,9.776086689,197.1510816,65.17391126,109.1663014
5572,233,4,32.4030009,21.6020006,21.6020006,21.6020006,10.8010003,10.8010003,10.8010003,21.6020006,21.6020006,10.8010003,10.8010003,10.8010003,10.8010003,21.6020006,23.9228767,11.96143835,11.96143835,11.96143835,11.96143835,11.96143835,11.96143835,11.96143835,11.96143835,10.71173583,10.71173583,14.28231445,10.71173583,14.28231445,10.71173583,216.020006,71.41157223,119.6143835
5573,233,5,38.61807446,25.74538298,25.74538298,25.74538298,12.87269149,12.87269149,12.87269149,25.74538298,25.74538298,12.87269149,12.87269149,12.87269149,12.87269149,25.74538298,28.51141586,14.25570793,14.25570793,14.25570793,14.25570793,14.25570793,14.25570793,14.25570793,14.25570793,12.76630561,12.76630561,17.02174081,12.76630561,17.02174081,12.76630561,257.4538298,85.10870405,142.5570793
5574,233,6,43.78271306,29.18847537,29.18847537,29.18847537,14.59423769,14.59423769,14.59423769,29.18847537,29.18847537,14.59423769,14.59423769,14.59423769,14.59423769,29.18847537,32.32442727,16.16221364,16.16221364,16.16221364,16.16221364,16.16221364,16.16221364,16.16221364,16.16221364,14.47362415,14.47362415,19.29816553,14.47362415,19.29816553,14.47362415,291.8847537,96.49082767,161.6221364
5575,233,7,40.22290566,26.81527044,26.81527044,26.81527044,13.40763522,13.40763522,13.40763522,26.81527044,26.81527044,13.40763522,13.40763522,13.40763522,13.40763522,26.81527044,29.69624991,14.84812496,14.84812496,14.84812496,14.84812496,14.84812496,14.84812496,14.84812496,14.84812496,13.29682832,13.29682832,17.72910443,13.29682832,17.72910443,13.29682832,268.1527044,88.64552213,148.4812496
5576,233,8,39.0557557,26.03717047,26.03717047,26.03717047,13.01858523,13.01858523,13.01858523,26.03717047,26.03717047,13.01858523,13.01858523,13.01858523,13.01858523,26.03717047,28.83455242,14.41727621,14.41727621,14.41727621,14.41727621,14.41727621,14.41727621,14.41727621,14.41727621,12.91099362,12.91099362,17.21465816,12.91099362,17.21465816,12.91099362,260.3717047,86.0732908,144.1727621
5577,233,9,38.06367823,25.37578549,25.37578549,25.37578549,12.68789274,12.68789274,12.68789274,25.37578549,25.37578549,12.68789274,12.68789274,12.68789274,12.68789274,25.37578549,28.10210955,14.05105477,14.05105477,14.05105477,14.05105477,14.05105477,14.05105477,14.05105477,14.05105477,12.58303413,12.58303413,16.77737883,12.58303413,16.77737883,12.58303413,253.7578549,83.88689417,140.5105477
5578,233,10,39.8581713,26.5721142,26.5721142,26.5721142,13.2860571,13.2860571,13.2860571,26.5721142,26.5721142,13.2860571,13.2860571,13.2860571,13.2860571,26.5721142,29.42696944,14.71348472,14.71348472,14.71348472,14.71348472,14.71348472,14.71348472,14.71348472,14.71348472,13.17625498,13.17625498,17.56833997,13.17625498,17.56833997,13.17625498,265.721142,87.84169984,147.1348472
5579,233,11,37.42174575,24.9478305,24.9478305,24.9478305,12.47391525,12.47391525,12.47391525,24.9478305,24.9478305,12.47391525,12.47391525,12.47391525,12.47391525,24.9478305,27.62817592,13.81408796,13.81408796,13.81408796,13.81408796,13.81408796,13.81408796,13.81408796,13.81408796,12.37082504,12.37082504,16.49443339,12.37082504,16.49443339,12.37082504,249.478305,82.47216694,138.1408796
5580,233,12,35.21875019,23.47916679,23.47916679,23.47916679,11.7395834,11.7395834,11.7395834,23.47916679,23.47916679,11.7395834,11.7395834,11.7395834,11.7395834,23.47916679,26.0017219,13.00086095,13.00086095,13.00086095,13.00086095,13.00086095,13.00086095,13.00086095,13.00086095,11.64256205,11.64256205,15.52341606,11.64256205,15.52341606,11.64256205,234.7916679,77.61708031,130.0086095
5581,233,13,36.22541703,24.15027802,24.15027802,24.15027802,12.07513901,12.07513901,12.07513901,24.15027802,24.15027802,12.07513901,12.07513901,12.07513901,12.07513901,24.15027802,26.74493599,13.372468,13.372468,13.372468,13.372468,13.372468,13.372468,13.372468,13.372468,11.97534447,11.97534447,15.96712597,11.97534447,15.96712597,11.97534447,241.5027802,79.83562983,133.72468
5582,233,14,34.0078321,22.67188807,22.67188807,22.67188807,11.33594403,11.33594403,11.33594403,22.67188807,22.67188807,11.33594403,11.33594403,11.33594403,11.33594403,22.67188807,25.10771075,12.55385538,12.55385538,12.55385538,12.55385538,12.55385538,12.55385538,12.55385538,12.55385538,11.24225855,11.24225855,14.98967806,11.24225855,14.98967806,11.24225855,226.7188807,74.94839031,125.5385538
5583,233,15,36.07952329,24.05301553,24.05301553,24.05301553,12.02650776,12.02650776,12.02650776,24.05301553,24.05301553,12.02650776,12.02650776,12.02650776,12.02650776,24.05301553,26.63722381,13.3186119,13.3186119,13.3186119,13.3186119,13.3186119,13.3186119,13.3186119,13.3186119,11.92711514,11.92711514,15.90282018,11.92711514,15.90282018,11.92711514,240.5301553,79.51410091,133.186119
5584,233,16,37.43633512,24.95755675,24.95755675,24.95755675,12.47877837,12.47877837,12.47877837,24.95755675,24.95755675,12.47877837,12.47877837,12.47877837,12.47877837,24.95755675,27.63894714,13.81947357,13.81947357,13.81947357,13.81947357,13.81947357,13.81947357,13.81947357,13.81947357,12.37564797,12.37564797,16.50086397,12.37564797,16.50086397,12.37564797,249.5755675,82.50431983,138.1947357
5585,233,17,39.7998138,26.5332092,26.5332092,26.5332092,13.2666046,13.2666046,13.2666046,26.5332092,26.5332092,13.2666046,13.2666046,13.2666046,13.2666046,26.5332092,29.38388457,14.69194229,14.69194229,14.69194229,14.69194229,14.69194229,14.69194229,14.69194229,14.69194229,13.15696324,13.15696324,17.54261765,13.15696324,17.54261765,13.15696324,265.332092,87.71308827,146.9194229
5586,233,18,40.20831629,26.80554419,26.80554419,26.80554419,13.4027721,13.4027721,13.4027721,26.80554419,26.80554419,13.4027721,13.4027721,13.4027721,13.4027721,26.80554419,29.68547869,14.84273935,14.84273935,14.84273935,14.84273935,14.84273935,14.84273935,14.84273935,14.84273935,13.29200539,13.29200539,17.72267385,13.29200539,17.72267385,13.29200539,268.0554419,88.61336923,148.4273935
5587,233,19,38.29710822,25.53140548,25.53140548,25.53140548,12.76570274,12.76570274,12.76570274,25.53140548,25.53140548,12.76570274,12.76570274,12.76570274,12.76570274,25.53140548,28.27444905,14.13722452,14.13722452,14.13722452,14.13722452,14.13722452,14.13722452,14.13722452,14.13722452,12.66020107,12.66020107,16.88026809,12.66020107,16.88026809,12.66020107,255.3140548,84.40134044,141.3722452
5588,233,20,37.29044138,24.86029425,24.86029425,24.86029425,12.43014713,12.43014713,12.43014713,24.86029425,24.86029425,12.43014713,12.43014713,12.43014713,12.43014713,24.86029425,27.53123496,13.76561748,13.76561748,13.76561748,13.76561748,13.76561748,13.76561748,13.76561748,13.76561748,12.32741864,12.32741864,16.43655818,12.32741864,16.43655818,12.32741864,248.6029425,82.18279092,137.6561748
5589,233,21,34.67894333,23.11929555,23.11929555,23.11929555,11.55964778,11.55964778,11.55964778,23.11929555,23.11929555,11.55964778,11.55964778,11.55964778,11.55964778,23.11929555,25.60318681,12.80159341,12.80159341,12.80159341,12.80159341,12.80159341,12.80159341,12.80159341,12.80159341,11.4641135,11.4641135,15.28548466,11.4641135,15.28548466,11.4641135,231.1929555,76.42742332,128.0159341
5590,233,22,32.95739713,21.97159809,21.97159809,21.97159809,10.98579904,10.98579904,10.98579904,21.97159809,21.97159809,10.98579904,10.98579904,10.98579904,10.98579904,21.97159809,24.33218301,12.1660915,12.1660915,12.1660915,12.1660915,12.1660915,12.1660915,12.1660915,12.1660915,10.89500732,10.89500732,14.52667642,10.89500732,14.52667642,10.89500732,219.7159809,72.63338211,121.660915
5591,233,23,31.45469155,20.96979437,20.96979437,20.96979437,10.48489718,10.48489718,10.48489718,20.96979437,20.96979437,10.48489718,10.48489718,10.48489718,10.48489718,20.96979437,23.22274748,11.61137374,11.61137374,11.61137374,11.61137374,11.61137374,11.61137374,11.61137374,11.61137374,10.39824514,10.39824514,13.86432686,10.39824514,13.86432686,10.39824514,209.6979437,69.32163428,116.1137374
5592,234,0,30.44802471,20.29868314,20.29868314,20.29868314,10.14934157,10.14934157,10.14934157,20.29868314,20.29868314,10.14934157,10.14934157,10.14934157,10.14934157,20.29868314,22.47953339,11.2397667,11.2397667,11.2397667,11.2397667,11.2397667,11.2397667,11.2397667,11.2397667,10.06546271,10.06546271,13.42061695,10.06546271,13.42061695,10.06546271,202.9868314,67.10308476,112.397667
5593,234,1,31.11913594,20.74609063,20.74609063,20.74609063,10.37304531,10.37304531,10.37304531,20.74609063,20.74609063,10.37304531,10.37304531,10.37304531,10.37304531,20.74609063,22.97500945,11.48750473,11.48750473,11.48750473,11.48750473,11.48750473,11.48750473,11.48750473,11.48750473,10.28731767,10.28731767,13.71642355,10.28731767,13.71642355,10.28731767,207.4609063,68.58211777,114.8750473
5594,234,2,31.16290406,20.77526937,20.77526937,20.77526937,10.38763469,10.38763469,10.38763469,20.77526937,20.77526937,10.38763469,10.38763469,10.38763469,10.38763469,20.77526937,23.00732311,11.50366155,11.50366155,11.50366155,11.50366155,11.50366155,11.50366155,11.50366155,11.50366155,10.30178647,10.30178647,13.73571529,10.30178647,13.73571529,10.30178647,207.7526937,68.67857645,115.0366155
5595,234,3,30.90029532,20.60019688,20.60019688,20.60019688,10.30009844,10.30009844,10.30009844,20.60019688,20.60019688,10.30009844,10.30009844,10.30009844,10.30009844,20.60019688,22.81344117,11.40672059,11.40672059,11.40672059,11.40672059,11.40672059,11.40672059,11.40672059,11.40672059,10.21497366,10.21497366,13.61996488,10.21497366,13.61996488,10.21497366,206.0019688,68.0998244,114.0672059
5596,234,4,34.38715584,22.92477056,22.92477056,22.92477056,11.46238528,11.46238528,11.46238528,22.92477056,22.92477056,11.46238528,11.46238528,11.46238528,11.46238528,22.92477056,25.38776244,12.69388122,12.69388122,12.69388122,12.69388122,12.69388122,12.69388122,12.69388122,12.69388122,11.36765482,11.36765482,15.1568731,11.36765482,15.1568731,11.36765482,229.2477056,75.78436549,126.9388122
5597,234,5,40.73353377,27.15568918,27.15568918,27.15568918,13.57784459,13.57784459,13.57784459,27.15568918,27.15568918,13.57784459,13.57784459,13.57784459,13.57784459,27.15568918,30.07324257,15.03662128,15.03662128,15.03662128,15.03662128,15.03662128,15.03662128,15.03662128,15.03662128,13.465631,13.465631,17.95417467,13.465631,17.95417467,13.465631,271.5568918,89.77087333,150.3662128
5598,234,6,43.57846181,29.05230788,29.05230788,29.05230788,14.52615394,14.52615394,14.52615394,29.05230788,29.05230788,14.52615394,14.52615394,14.52615394,14.52615394,29.05230788,32.17363021,16.0868151,16.0868151,16.0868151,16.0868151,16.0868151,16.0868151,16.0868151,16.0868151,14.40610308,14.40610308,19.20813744,14.40610308,19.20813744,14.40610308,290.5230788,96.04068719,160.868151
5599,234,7,39.8581713,26.5721142,26.5721142,26.5721142,13.2860571,13.2860571,13.2860571,26.5721142,26.5721142,13.2860571,13.2860571,13.2860571,13.2860571,26.5721142,29.42696944,14.71348472,14.71348472,14.71348472,14.71348472,14.71348472,14.71348472,14.71348472,14.71348472,13.17625498,13.17625498,17.56833997,13.17625498,17.56833997,13.17625498,265.721142,87.84169984,147.1348472
5600,234,8,38.72020008,25.81346672,25.81346672,25.81346672,12.90673336,12.90673336,12.90673336,25.81346672,25.81346672,12.90673336,12.90673336,12.90673336,12.90673336,25.81346672,28.58681439,14.29340719,14.29340719,14.29340719,14.29340719,14.29340719,14.29340719,14.29340719,14.29340719,12.80006614,12.80006614,17.06675486,12.80006614,17.06675486,12.80006614,258.1346672,85.33377429,142.9340719
5601,234,9,37.14454763,24.76303175,24.76303175,24.76303175,12.38151588,12.38151588,12.38151588,24.76303175,24.76303175,12.38151588,12.38151588,12.38151588,12.38151588,24.76303175,27.42352277,13.71176138,13.71176138,13.71176138,13.71176138,13.71176138,13.71176138,13.71176138,13.71176138,12.2791893,12.2791893,16.3722524,12.2791893,16.3722524,12.2791893,247.6303175,81.861262,137.1176138
5602,234,10,37.72812261,25.15208174,25.15208174,25.15208174,12.57604087,12.57604087,12.57604087,25.15208174,25.15208174,12.57604087,12.57604087,12.57604087,12.57604087,25.15208174,27.85437152,13.92718576,13.92718576,13.92718576,13.92718576,13.92718576,13.92718576,13.92718576,13.92718576,12.47210665,12.47210665,16.62947553,12.47210665,16.62947553,12.47210665,251.5208174,83.14737766,139.2718576
5603,234,11,37.11536888,24.74357926,24.74357926,24.74357926,12.37178963,12.37178963,12.37178963,24.74357926,24.74357926,12.37178963,12.37178963,12.37178963,12.37178963,24.74357926,27.40198033,13.70099017,13.70099017,13.70099017,13.70099017,13.70099017,13.70099017,13.70099017,13.70099017,12.26954343,12.26954343,16.35939124,12.26954343,16.35939124,12.26954343,247.4357926,81.79695622,137.0099017
5604,234,12,35.49594831,23.66396554,23.66396554,23.66396554,11.83198277,11.83198277,11.83198277,23.66396554,23.66396554,11.83198277,11.83198277,11.83198277,11.83198277,23.66396554,26.20637506,13.10318753,13.10318753,13.10318753,13.10318753,13.10318753,13.10318753,13.10318753,13.10318753,11.73419779,11.73419779,15.64559705,11.73419779,15.64559705,11.73419779,236.6396554,78.22798525,131.0318753
5605,234,13,36.22541703,24.15027802,24.15027802,24.15027802,12.07513901,12.07513901,12.07513901,24.15027802,24.15027802,12.07513901,12.07513901,12.07513901,12.07513901,24.15027802,26.74493599,13.372468,13.372468,13.372468,13.372468,13.372468,13.372468,13.372468,13.372468,11.97534447,11.97534447,15.96712597,11.97534447,15.96712597,11.97534447,241.5027802,79.83562983,133.72468
5606,234,14,34.78106895,23.1873793,23.1873793,23.1873793,11.59368965,11.59368965,11.59368965,23.1873793,23.1873793,11.59368965,11.59368965,11.59368965,11.59368965,23.1873793,25.67858534,12.83929267,12.83929267,12.83929267,12.83929267,12.83929267,12.83929267,12.83929267,12.83929267,11.49787403,11.49787403,15.33049871,11.49787403,15.33049871,11.49787403,231.873793,76.65249356,128.3929267
5607,234,15,36.26918516,24.17945677,24.17945677,24.17945677,12.08972839,12.08972839,12.08972839,24.17945677,24.17945677,12.08972839,12.08972839,12.08972839,12.08972839,24.17945677,26.77724965,13.38862482,13.38862482,13.38862482,13.38862482,13.38862482,13.38862482,13.38862482,13.38862482,11.98981328,11.98981328,15.9864177,11.98981328,15.9864177,11.98981328,241.7945677,79.9320885,133.8862482
5608,234,16,37.78648011,25.19098674,25.19098674,25.19098674,12.59549337,12.59549337,12.59549337,25.19098674,25.19098674,12.59549337,12.59549337,12.59549337,12.59549337,25.19098674,27.89745639,13.9487282,13.9487282,13.9487282,13.9487282,13.9487282,13.9487282,13.9487282,13.9487282,12.49139838,12.49139838,16.65519785,12.49139838,16.65519785,12.49139838,251.9098674,83.27598923,139.487282
5609,234,17,39.62474131,26.4164942,26.4164942,26.4164942,13.2082471,13.2082471,13.2082471,26.4164942,26.4164942,13.2082471,13.2082471,13.2082471,13.2082471,26.4164942,29.25462995,14.62731497,14.62731497,14.62731497,14.62731497,14.62731497,14.62731497,14.62731497,14.62731497,13.09908804,13.09908804,17.46545071,13.09908804,17.46545071,13.09908804,264.164942,87.32725357,146.2731497
5610,234,18,38.57430634,25.71620423,25.71620423,25.71620423,12.85810211,12.85810211,12.85810211,25.71620423,25.71620423,12.85810211,12.85810211,12.85810211,12.85810211,25.71620423,28.4791022,14.2395511,14.2395511,14.2395511,14.2395511,14.2395511,14.2395511,14.2395511,14.2395511,12.75183681,12.75183681,17.00244908,12.75183681,17.00244908,12.75183681,257.1620423,85.01224538,142.395511
5611,234,19,38.73478946,25.82319297,25.82319297,25.82319297,12.91159649,12.91159649,12.91159649,25.82319297,25.82319297,12.91159649,12.91159649,12.91159649,12.91159649,25.82319297,28.59758561,14.2987928,14.2987928,14.2987928,14.2987928,14.2987928,14.2987928,14.2987928,14.2987928,12.80488908,12.80488908,17.07318544,12.80488908,17.07318544,12.80488908,258.2319297,85.36592718,142.987928
5612,234,20,37.48010325,24.9867355,24.9867355,24.9867355,12.49336775,12.49336775,12.49336775,24.9867355,24.9867355,12.49336775,12.49336775,12.49336775,12.49336775,24.9867355,27.6712608,13.8356304,13.8356304,13.8356304,13.8356304,13.8356304,13.8356304,13.8356304,13.8356304,12.39011678,12.39011678,16.5201557,12.39011678,16.5201557,12.39011678,249.867355,82.60077851,138.356304
5613,234,21,35.42300143,23.61533429,23.61533429,23.61533429,11.80766714,11.80766714,11.80766714,23.61533429,23.61533429,11.80766714,11.80766714,11.80766714,11.80766714,23.61533429,26.15251896,13.07625948,13.07625948,13.07625948,13.07625948,13.07625948,13.07625948,13.07625948,13.07625948,11.71008312,11.71008312,15.61344416,11.71008312,15.61344416,11.71008312,236.1533429,78.06722079,130.7625948
5614,234,22,32.78232464,21.85488309,21.85488309,21.85488309,10.92744155,10.92744155,10.92744155,21.85488309,21.85488309,10.92744155,10.92744155,10.92744155,10.92744155,21.85488309,24.20292838,12.10146419,12.10146419,12.10146419,12.10146419,12.10146419,12.10146419,12.10146419,12.10146419,10.83713211,10.83713211,14.44950948,10.83713211,14.44950948,10.83713211,218.5488309,72.24754741,121.0146419
5615,234,23,30.71063345,20.47375563,20.47375563,20.47375563,10.23687782,10.23687782,10.23687782,20.47375563,20.47375563,10.23687782,10.23687782,10.23687782,10.23687782,20.47375563,22.67341533,11.33670767,11.33670767,11.33670767,11.33670767,11.33670767,11.33670767,11.33670767,11.33670767,10.15227552,10.15227552,13.53636736,10.15227552,13.53636736,10.15227552,204.7375563,67.68183681,113.3670767
5616,235,0,30.09787972,20.06525315,20.06525315,20.06525315,10.03262657,10.03262657,10.03262657,20.06525315,20.06525315,10.03262657,10.03262657,10.03262657,10.03262657,20.06525315,22.22102415,11.11051207,11.11051207,11.11051207,11.11051207,11.11051207,11.11051207,11.11051207,11.11051207,9.949712304,9.949712304,13.26628307,9.949712304,13.26628307,9.949712304,200.6525315,66.33141536,111.1051207
5617,235,1,30.01034347,20.00689565,20.00689565,20.00689565,10.00344782,10.00344782,10.00344782,20.00689565,20.00689565,10.00344782,10.00344782,10.00344782,10.00344782,20.00689565,22.15639683,11.07819842,11.07819842,11.07819842,11.07819842,11.07819842,11.07819842,11.07819842,11.07819842,9.920774701,9.920774701,13.2276996,9.920774701,13.2276996,9.920774701,200.0689565,66.13849801,110.7819842
5618,235,2,31.67353217,21.11568811,21.11568811,21.11568811,10.55784406,10.55784406,10.55784406,21.11568811,21.11568811,10.55784406,10.55784406,10.55784406,10.55784406,21.11568811,23.38431576,11.69215788,11.69215788,11.69215788,11.69215788,11.69215788,11.69215788,11.69215788,11.69215788,10.47058915,10.47058915,13.96078553,10.47058915,13.96078553,10.47058915,211.1568811,69.80392765,116.9215788
