hiy,diy,hid,DK1,DK2,
4300,180,4,1676,933,
4301,180,5,1820,982,
4302,180,6,2128,1171,
4303,180,7,2462,1413,
4304,180,8,2641,1558,
4305,180,9,2683,1595,
4306,180,10,2789,1639,
4307,180,11,2797,1656,
4308,180,12,2732,1681,
4309,180,13,2745,1640,
4310,180,14,2682,1603,
4311,180,15,2573,1545,
4312,180,16,2524,1551,
4313,180,17,2607,1624,
4314,180,18,2512,1583,
4315,180,19,2413,1483,
4316,180,20,2314,1382,
4317,180,21,2180,1317,
4318,180,22,2014,1270,
4319,180,23,1839,1126,
4320,181,0,1749,1046,
4321,181,1,1687,984,
4322,181,2,1645,964,
4323,181,3,1663,964,
4324,181,4,1721,959,
4325,181,5,1792,1012,
4326,181,6,2086,1200,
4327,181,7,2418,1444,
4328,181,8,2562,1586,
4329,181,9,2570,1648,
4330,181,10,2654,1689,
4331,181,11,2632,1664,
4332,181,12,2533,1646,
4333,181,13,2463,1637,
4334,181,14,2397,1607,
4335,181,15,2361,1547,
4336,181,16,2324,1536,
4337,181,17,2415,1609,
4338,181,18,2372,1619,
4339,181,19,2221,1514,
4340,181,20,2080,1395,
4341,181,21,1950,1319,
4342,181,22,1890,1257,
4343,181,23,1779,1168,
4344,182,0,1649,1083,
4345,182,1,1571,1019,
4346,182,2,1534,985,
4347,182,3,1522,987,
4348,182,4,1493,966,
4349,182,5,1492,957,
4350,182,6,1571,967,
4351,182,7,1740,1046,
4352,182,8,1908,1207,
4353,182,9,1983,1342,
4354,182,10,2007,1398,
4355,182,11,1970,1398,
4356,182,12,1939,1405,
4357,182,13,1889,1402,
4358,182,14,1878,1380,
4359,182,15,1832,1367,
4360,182,16,1853,1357,
4361,182,17,1983,1430,
4362,182,18,1984,1453,
4363,182,19,1897,1373,
4364,182,20,1810,1282,
4365,182,21,1719,1227,
4366,182,22,1666,1204,
4367,182,23,1597,1131,
4368,183,0,1469,1042,
4369,183,1,1390,1002,
4370,183,2,1363,957,
4371,183,3,1352,932,
4372,183,4,1353,925,
4373,183,5,1404,918,
4374,183,6,1456,967,
4375,183,7,1571,1034,
4376,183,8,1763,1147,
4377,183,9,1846,1240,
4378,183,10,1908,1307,
4379,183,11,1974,1344,
4380,183,12,1916,1347,
4381,183,13,1928,1337,
4382,183,14,1884,1331,
4383,183,15,1877,1329,
4384,183,16,1910,1309,
4385,183,17,2057,1375,
4386,183,18,2072,1427,
4387,183,19,1990,1365,
4388,183,20,1899,1303,
4389,183,21,1812,1248,
4390,183,22,1794,1202,
4391,183,23,1749,1105,
4392,184,0,1668,1020,
4393,184,1,1592,968,
4394,184,2,1548,939,
4395,184,3,1577,931,
4396,184,4,1567,899,
4397,184,5,1648,937,
4398,184,6,1948,1118,
4399,184,7,2295,1324,
4400,184,8,2476,1461,
4401,184,9,2571,1538,
4402,184,10,2638,1575,
4403,184,11,2634,1615,
4404,184,12,2599,1605,
4405,184,13,2635,1582,
4406,184,14,2602,1535,
4407,184,15,2501,1486,
4408,184,16,2471,1531,
4409,184,17,2544,1584,
4410,184,18,2482,1534,
4411,184,19,2311,1453,
4412,184,20,2178,1360,
4413,184,21,2072,1285,
4414,184,22,2016,1236,
4415,184,23,1922,1139,
4416,185,0,1792,1064,
4417,185,1,1734,998,
4418,185,2,1677,971,
4419,185,3,1670,952,
4420,185,4,1710,943,
4421,185,5,1778,994,
4422,185,6,2069,1190,
4423,185,7,2409,1395,
4424,185,8,2598,1531,
4425,185,9,2583,1590,
4426,185,10,2727,1648,
4427,185,11,2654,1620,
4428,185,12,2650,1619,
4429,185,13,2630,1600,
4430,185,14,2548,1583,
4431,185,15,2426,1547,
4432,185,16,2373,1539,
4433,185,17,2489,1592,
4434,185,18,2428,1566,
4435,185,19,2304,1488,
4436,185,20,2189,1400,
4437,185,21,2085,1306,
4438,185,22,2031,1254,
4439,185,23,1911,1159,
4440,186,0,1785,1075,
4441,186,1,1737,1015,
4442,186,2,1712,995,
4443,186,3,1709,993,
4444,186,4,1717,976,
4445,186,5,1789,1025,
4446,186,6,2035,1247,
4447,186,7,2372,1448,
4448,186,8,2560,1545,
4449,186,9,2590,1611,
4450,186,10,2658,1631,
4451,186,11,2651,1628,
4452,186,12,2597,1629,
4453,186,13,2597,1619,
4454,186,14,2520,1582,
4455,186,15,2425,1541,
4456,186,16,2344,1516,
4457,186,17,2451,1568,
4458,186,18,2412,1558,
4459,186,19,2329,1485,
4460,186,20,2218,1390,
4461,186,21,2095,1299,
4462,186,22,2035,1265,
4463,186,23,1922,1168,
4464,187,0,1798,1065,
4465,187,1,1748,1008,
4466,187,2,1700,984,
4467,187,3,1693,971,
4468,187,4,1714,968,
4469,187,5,1800,1026,
4470,187,6,2066,1213,
4471,187,7,2407,1412,
4472,187,8,2562,1552,
4473,187,9,2605,1599,
4474,187,10,2669,1630,
4475,187,11,2659,1631,
4476,187,12,2617,1626,
4477,187,13,2637,1616,
4478,187,14,2564,1593,
4479,187,15,2465,1541,
4480,187,16,2419,1514,
4481,187,17,2496,1560,
4482,187,18,2454,1535,
4483,187,19,2333,1462,
4484,187,20,2233,1391,
4485,187,21,2150,1299,
4486,187,22,2088,1252,
4487,187,23,1970,1152,
4488,188,0,1839,1061,
4489,188,1,1750,999,
4490,188,2,1698,964,
4491,188,3,1695,961,
4492,188,4,1701,957,
4493,188,5,1786,1004,
4494,188,6,2064,1171,
4495,188,7,2385,1369,
4496,188,8,2576,1518,
4497,188,9,2616,1581,
4498,188,10,2701,1625,
4499,188,11,2686,1637,
4500,188,12,2568,1605,
4501,188,13,2506,1566,
4502,188,14,2420,1534,
4503,188,15,2346,1503,
4504,188,16,2308,1476,
4505,188,17,2367,1525,
4506,188,18,2319,1517,
4507,188,19,2182,1424,
4508,188,20,2039,1337,
4509,188,21,1944,1256,
4510,188,22,1903,1232,
4511,188,23,1801,1154,
4512,189,0,1682,1071,
4513,189,1,1609,1004,
4514,189,2,1575,968,
4515,189,3,1551,941,
4516,189,4,1534,923,
4517,189,5,1509,908,
4518,189,6,1602,965,
4519,189,7,1757,1078,
4520,189,8,1913,1199,
4521,189,9,2025,1290,
4522,189,10,2079,1351,
4523,189,11,2039,1354,
4524,189,12,1952,1358,
4525,189,13,1886,1343,
4526,189,14,1859,1309,
4527,189,15,1810,1265,
4528,189,16,1806,1263,
4529,189,17,1940,1324,
4530,189,18,1964,1342,
4531,189,19,1873,1314,
4532,189,20,1808,1234,
4533,189,21,1739,1192,
4534,189,22,1710,1177,
4535,189,23,1639,1115,
4536,190,0,1552,1021,
4537,190,1,1486,968,
4538,190,2,1446,929,
4539,190,3,1412,914,
4540,190,4,1391,876,
4541,190,5,1391,868,
4542,190,6,1459,913,
4543,190,7,1598,1003,
4544,190,8,1758,1102,
4545,190,9,1853,1206,
4546,190,10,1909,1293,
4547,190,11,1935,1308,
4548,190,12,1925,1286,
4549,190,13,1916,1276,
4550,190,14,1893,1264,
4551,190,15,1875,1253,
4552,190,16,1913,1249,
4553,190,17,2054,1332,
4554,190,18,2076,1365,
4555,190,19,1998,1322,
4556,190,20,1926,1269,
4557,190,21,1849,1220,
4558,190,22,1834,1194,
4559,190,23,1785,1116,
4560,191,0,1698,1021,
4561,191,1,1646,951,
4562,191,2,1626,926,
4563,191,3,1617,932,
4564,191,4,1632,917,
4565,191,5,1724,962,
4566,191,6,1966,1125,
4567,191,7,2281,1346,
4568,191,8,2478,1500,
4569,191,9,2549,1562,
4570,191,10,2655,1565,
4571,191,11,2659,1605,
4572,191,12,2623,1582,
4573,191,13,2689,1577,
4574,191,14,2598,1537,
4575,191,15,2473,1501,
4576,191,16,2416,1497,
4577,191,17,2529,1581,
4578,191,18,2482,1559,
4579,191,19,2352,1481,
4580,191,20,2248,1391,
4581,191,21,2140,1314,
4582,191,22,2083,1262,
4583,191,23,1953,1165,
4584,192,0,1825,1064,
4585,192,1,1753,1002,
4586,192,2,1697,976,
4587,192,3,1687,968,
4588,192,4,1714,963,
4589,192,5,1783,1005,
4590,192,6,2051,1175,
4591,192,7,2366,1363,
4592,192,8,2320,1376,
4593,192,9,2597,1567,
4594,192,10,2691,1594,
4595,192,11,2690,1592,
4596,192,12,2647,1592,
4597,192,13,2717,1602,
4598,192,14,2671,1566,
4599,192,15,2506,1523,
4600,192,16,2389,1496,
4601,192,17,2483,1546,
4602,192,18,2453,1532,
4603,192,19,2341,1428,
4604,192,20,2211,1329,
4605,192,21,2083,1246,
4606,192,22,2051,1204,
4607,192,23,1925,1113,
4608,193,0,1794,1030,
4609,193,1,1734,975,
4610,193,2,1700,945,
4611,193,3,1687,937,
4612,193,4,1697,929,
4613,193,5,1769,974,
4614,193,6,2030,1146,
4615,193,7,2350,1362,
4616,193,8,2515,1495,
4617,193,9,2575,1561,
4618,193,10,2672,1620,
4619,193,11,2675,1630,
4620,193,12,2605,1619,
4621,193,13,2631,1606,
4622,193,14,2588,1595,
4623,193,15,2478,1522,
4624,193,16,2425,1506,
4625,193,17,2491,1571,
4626,193,18,2457,1541,
4627,193,19,2320,1463,
4628,193,20,2209,1345,
4629,193,21,2099,1262,
4630,193,22,2023,1239,
4631,193,23,1917,1148,
4632,194,0,1795,1045,
4633,194,1,1729,990,
4634,194,2,1688,950,
4635,194,3,1684,953,
4636,194,4,1675,951,
4637,194,5,1739,994,
4638,194,6,2003,1165,
4639,194,7,2311,1337,
4640,194,8,2493,1470,
4641,194,9,2544,1544,
4642,194,10,2619,1557,
4643,194,11,2596,1565,
4644,194,12,2523,1576,
4645,194,13,2516,1556,
4646,194,14,2467,1516,
4647,194,15,2374,1459,
4648,194,16,2312,1437,
4649,194,17,2387,1498,
4650,194,18,2346,1472,
4651,194,19,2222,1408,
4652,194,20,2126,1330,
4653,194,21,2014,1263,
4654,194,22,1968,1216,
4655,194,23,1875,1129,
4656,195,0,1766,1021,
4657,195,1,1688,972,
4658,195,2,1649,942,
4659,195,3,1648,940,
4660,195,4,1663,933,
4661,195,5,1712,973,
4662,195,6,1947,1131,
4663,195,7,2252,1334,
4664,195,8,2434,1456,
4665,195,9,2477,1521,
4666,195,10,2558,1555,
4667,195,11,2516,1564,
4668,195,12,2396,1524,
4669,195,13,2336,1488,
4670,195,14,2230,1471,
4671,195,15,2164,1421,
4672,195,16,2180,1419,
4673,195,17,2283,1478,
4674,195,18,2216,1467,
4675,195,19,2068,1383,
4676,195,20,1962,1300,
4677,195,21,1886,1225,
4678,195,22,1851,1204,
4679,195,23,1763,1125,
4680,196,0,1639,1038,
4681,196,1,1557,977,
4682,196,2,1517,948,
4683,196,3,1497,935,
4684,196,4,1469,913,
4685,196,5,1459,897,
4686,196,6,1532,963,
4687,196,7,1679,1056,
4688,196,8,1842,1177,
4689,196,9,1950,1277,
4690,196,10,1989,1327,
4691,196,11,1960,1324,
4692,196,12,1922,1298,
4693,196,13,1877,1284,
4694,196,14,1837,1264,
4695,196,15,1822,1235,
4696,196,16,1873,1248,
4697,196,17,1979,1302,
4698,196,18,1994,1333,
4699,196,19,1903,1268,
4700,196,20,1806,1206,
4701,196,21,1743,1175,
4702,196,22,1708,1165,
4703,196,23,1608,1092,
4704,197,0,1515,1018,
4705,197,1,1452,959,
4706,197,2,1423,922,
4707,197,3,1406,906,
4708,197,4,1432,884,
4709,197,5,1446,867,
4710,197,6,1520,905,
4711,197,7,1630,979,
4712,197,8,1733,1091,
4713,197,9,1821,1188,
4714,197,10,1897,1257,
4715,197,11,1933,1287,
4716,197,12,1906,1289,
4717,197,13,1857,1314,
4718,197,14,1822,1298,
4719,197,15,1799,1291,
4720,197,16,1830,1282,
4721,197,17,1967,1384,
4722,197,18,1987,1403,
4723,197,19,1874,1332,
4724,197,20,1794,1246,
4725,197,21,1721,1189,
4726,197,22,1699,1158,
4727,197,23,1623,1079,
4728,198,0,1526,979,
4729,198,1,1449,923,
4730,198,2,1418,911,
4731,198,3,1423,905,
4732,198,4,1431,896,
4733,198,5,1506,930,
4734,198,6,1718,1091,
4735,198,7,1969,1269,
4736,198,8,2166,1408,
4737,198,9,2226,1473,
4738,198,10,2306,1507,
4739,198,11,2287,1480,
4740,198,12,2253,1472,
4741,198,13,2250,1468,
4742,198,14,2228,1453,
4743,198,15,2126,1396,
4744,198,16,2095,1385,
4745,198,17,2191,1443,
4746,198,18,2190,1432,
4747,198,19,2059,1350,
4748,198,20,1945,1266,
4749,198,21,1853,1209,
4750,198,22,1790,1179,
4751,198,23,1685,1086,
4752,199,0,1573,1009,
4753,199,1,1506,943,
4754,199,2,1483,922,
4755,199,3,1474,920,
4756,199,4,1487,919,
4757,199,5,1549,961,
4758,199,6,1749,1093,
4759,199,7,2004,1291,
4760,199,8,1975,1278,
4761,199,9,2284,1471,
4762,199,10,2344,1520,
4763,199,11,2315,1514,
4764,199,12,2269,1506,
4765,199,13,2260,1517,
4766,199,14,2256,1482,
4767,199,15,2171,1438,
4768,199,16,2134,1430,
4769,199,17,2224,1488,
4770,199,18,2199,1496,
4771,199,19,2111,1409,
4772,199,20,2002,1337,
4773,199,21,1910,1281,
4774,199,22,1849,1229,
4775,199,23,1725,1125,
4776,200,0,1618,1036,
4777,200,1,1554,977,
4778,200,2,1520,945,
4779,200,3,1522,939,
4780,200,4,1541,944,
4781,200,5,1567,984,
4782,200,6,1759,1117,
4783,200,7,2025,1302,
4784,200,8,2206,1441,
4785,200,9,2284,1513,
4786,200,10,2324,1528,
4787,200,11,2316,1532,
4788,200,12,2268,1513,
4789,200,13,2247,1501,
4790,200,14,2193,1486,
4791,200,15,2119,1455,
4792,200,16,2080,1433,
4793,200,17,2145,1476,
4794,200,18,2154,1449,
4795,200,19,2074,1375,
4796,200,20,1972,1301,
4797,200,21,1902,1250,
4798,200,22,1840,1218,
4799,200,23,1715,1104,
4800,201,0,1595,1011,
4801,201,1,1528,948,
4802,201,2,1499,935,
4803,201,3,1497,936,
4804,201,4,1504,934,
4805,201,5,1551,956,
4806,201,6,1747,1072,
4807,201,7,1991,1267,
4808,201,8,2182,1393,
4809,201,9,2263,1467,
4810,201,10,2344,1506,
4811,201,11,2332,1519,
4812,201,12,2283,1502,
4813,201,13,2289,1497,
4814,201,14,2264,1487,
4815,201,15,2226,1425,
4816,201,16,2230,1408,
4817,201,17,2314,1457,
4818,201,18,2308,1451,
4819,201,19,2179,1377,
4820,201,20,2073,1304,
4821,201,21,1986,1272,
4822,201,22,1906,1203,
4823,201,23,1759,1101,
4824,202,0,1622,1019,
4825,202,1,1560,973,
4826,202,2,1524,957,
4827,202,3,1513,948,
4828,202,4,1546,964,
4829,202,5,1591,994,
4830,202,6,1766,1120,
4831,202,7,2026,1282,
4832,202,8,2199,1423,
4833,202,9,2263,1520,
4834,202,10,2346,1571,
4835,202,11,2340,1579,
4836,202,12,2284,1563,
4837,202,13,2246,1543,
4838,202,14,2159,1514,
4839,202,15,2086,1459,
4840,202,16,2070,1445,
4841,202,17,2171,1512,
4842,202,18,2156,1501,
4843,202,19,2017,1414,
4844,202,20,1907,1313,
4845,202,21,1828,1249,
4846,202,22,1795,1203,
4847,202,23,1680,1107,
4848,203,0,1553,1015,
4849,203,1,1470,952,
4850,203,2,1418,912,
4851,203,3,1401,899,
4852,203,4,1402,892,
4853,203,5,1376,883,
4854,203,6,1449,936,
4855,203,7,1578,1025,
4856,203,8,1729,1155,
4857,203,9,1838,1244,
4858,203,10,1886,1307,
4859,203,11,1874,1318,
4860,203,12,1860,1288,
4861,203,13,1819,1242,
4862,203,14,1777,1230,
4863,203,15,1755,1212,
4864,203,16,1806,1221,
4865,203,17,1933,1319,
4866,203,18,1954,1336,
4867,203,19,1856,1276,
4868,203,20,1771,1208,
4869,203,21,1716,1173,
4870,203,22,1676,1148,
4871,203,23,1571,1066,
4872,204,0,1475,983,
4873,204,1,1395,914,
4874,204,2,1341,887,
4875,204,3,1336,887,
4876,204,4,1326,877,
4877,204,5,1308,866,
4878,204,6,1363,899,
4879,204,7,1472,984,
4880,204,8,1634,1088,
4881,204,9,1779,1177,
4882,204,10,1839,1239,
4883,204,11,1899,1247,
4884,204,12,1898,1262,
4885,204,13,1877,1287,
4886,204,14,1864,1336,
4887,204,15,1853,1336,
4888,204,16,1843,1358,
4889,204,17,2014,1450,
4890,204,18,2031,1457,
4891,204,19,1928,1396,
4892,204,20,1824,1338,
4893,204,21,1784,1287,
4894,204,22,1754,1220,
4895,204,23,1636,1130,
4896,205,0,1521,1038,
4897,205,1,1460,969,
4898,205,2,1426,948,
4899,205,3,1435,935,
4900,205,4,1463,941,
4901,205,5,1497,983,
4902,205,6,1696,1125,
4903,205,7,1921,1290,
4904,205,8,2136,1454,
4905,205,9,2239,1533,
4906,205,10,2296,1568,
4907,205,11,2289,1566,
4908,205,12,2250,1539,
4909,205,13,2240,1521,
4910,205,14,2210,1491,
4911,205,15,2134,1452,
4912,205,16,2118,1432,
4913,205,17,2232,1496,
4914,205,18,2207,1499,
4915,205,19,2075,1418,
4916,205,20,1950,1328,
4917,205,21,1879,1270,
4918,205,22,1808,1210,
4919,205,23,1666,1092,
4920,206,0,1540,1008,
4921,206,1,1481,942,
4922,206,2,1449,906,
4923,206,3,1454,903,
4924,206,4,1480,922,
4925,206,5,1526,960,
4926,206,6,1702,1074,
4927,206,7,1970,1238,
4928,206,8,2175,1367,
4929,206,9,2229,1453,
4930,206,10,2279,1528,
4931,206,11,2276,1543,
4932,206,12,2239,1554,
4933,206,13,2197,1534,
4934,206,14,2172,1503,
4935,206,15,2105,1468,
4936,206,16,2095,1459,
4937,206,17,2211,1508,
4938,206,18,2190,1495,
4939,206,19,2066,1408,
4940,206,20,1948,1302,
4941,206,21,1874,1249,
4942,206,22,1818,1188,
4943,206,23,1676,1077,
4944,207,0,1546,992,
4945,207,1,1479,926,
4946,207,2,1452,904,
4947,207,3,1455,883,
4948,207,4,1480,891,
4949,207,5,1531,938,
4950,207,6,1721,1078,
4951,207,7,1983,1262,
4952,207,8,2159,1409,
4953,207,9,2245,1501,
4954,207,10,2309,1531,
4955,207,11,2308,1535,
4956,207,12,2263,1528,
4957,207,13,2245,1513,
4958,207,14,2198,1478,
4959,207,15,2140,1447,
4960,207,16,2116,1437,
4961,207,17,2200,1490,
4962,207,18,2178,1472,
4963,207,19,2067,1400,
4964,207,20,1953,1306,
4965,207,21,1892,1266,
4966,207,22,1861,1226,
4967,207,23,1716,1102,
4968,208,0,1579,1017,
4969,208,1,1493,961,
4970,208,2,1481,935,
4971,208,3,1479,927,
4972,208,4,1508,930,
4973,208,5,1540,966,
4974,208,6,1733,1093,
4975,208,7,1978,1271,
4976,208,8,2162,1409,
4977,208,9,2266,1510,
4978,208,10,2327,1554,
4979,208,11,2338,1545,
4980,208,12,2347,1515,
4981,208,13,2306,1502,
4982,208,14,2270,1493,
4983,208,15,2196,1481,
4984,208,16,2148,1474,
4985,208,17,2205,1511,
4986,208,18,2173,1479,
4987,208,19,2079,1392,
4988,208,20,1958,1293,
4989,208,21,1883,1246,
4990,208,22,1824,1199,
4991,208,23,1686,1083,
4992,209,0,1559,1005,
4993,209,1,1509,956,
4994,209,2,1489,925,
4995,209,3,1479,900,
4996,209,4,1489,922,
4997,209,5,1529,947,
4998,209,6,1705,1084,
4999,209,7,1952,1259,
5000,209,8,2106,1397,
5001,209,9,2219,1477,
5002,209,10,2264,1508,
5003,209,11,2298,1518,
5004,209,12,2166,1483,
5005,209,13,2111,1480,
5006,209,14,2062,1452,
5007,209,15,2023,1404,
5008,209,16,2014,1362,
5009,209,17,2125,1426,
5010,209,18,2106,1438,
5011,209,19,1948,1348,
5012,209,20,1857,1261,
5013,209,21,1798,1205,
5014,209,22,1749,1166,
5015,209,23,1616,1071,
5016,210,0,1490,980,
5017,210,1,1420,932,
5018,210,2,1404,920,
5019,210,3,1382,907,
5020,210,4,1398,886,
5021,210,5,1405,856,
5022,210,6,1461,931,
5023,210,7,1600,1035,
5024,210,8,1740,1149,
5025,210,9,1870,1256,
5026,210,10,1954,1330,
5027,210,11,1970,1359,
5028,210,12,1933,1366,
5029,210,13,1954,1368,
5030,210,14,1924,1371,
5031,210,15,1918,1351,
5032,210,16,1864,1319,
5033,210,17,1963,1338,
5034,210,18,1969,1351,
5035,210,19,1867,1307,
5036,210,20,1767,1235,
5037,210,21,1713,1199,
5038,210,22,1690,1181,
5039,210,23,1576,1097,
5040,211,0,1448,1018,
5041,211,1,1393,979,
5042,211,2,1379,949,
5043,211,3,1355,918,
5044,211,4,1350,901,
5045,211,5,1344,885,
5046,211,6,1386,921,
5047,211,7,1493,1007,
5048,211,8,1662,1123,
5049,211,9,1808,1232,
5050,211,10,1886,1300,
5051,211,11,1932,1322,
5052,211,12,1929,1346,
5053,211,13,1864,1380,
5054,211,14,1854,1404,
5055,211,15,1900,1393,
5056,211,16,2007,1395,
5057,211,17,2140,1456,
5058,211,18,2085,1445,
5059,211,19,1942,1381,
5060,211,20,1850,1323,
5061,211,21,1760,1257,
5062,211,22,1725,1203,
5063,211,23,1602,1102,
5064,212,0,1486,1025,
5065,212,1,1428,961,
5066,212,2,1394,927,
5067,212,3,1396,932,
5068,212,4,1424,944,
5069,212,5,1492,973,
5070,212,6,1738,1123,
5071,212,7,2058,1322,
5072,212,8,2265,1473,
5073,212,9,2310,1540,
5074,212,10,2370,1595,
5075,212,11,2398,1604,
5076,212,12,2368,1590,
5077,212,13,2405,1583,
5078,212,14,2380,1557,
5079,212,15,2303,1504,
5080,212,16,2211,1464,
5081,212,17,2344,1532,
5082,212,18,2339,1536,
5083,212,19,2205,1447,
5084,212,20,2068,1358,
5085,212,21,1962,1344,
5086,212,22,1887,1279,
5087,212,23,1715,1151,
5088,213,0,1603,1044,
5089,213,1,1534,978,
5090,213,2,1498,954,
5091,213,3,1501,952,
5092,213,4,1532,962,
5093,213,5,1585,988,
5094,213,6,1802,1142,
5095,213,7,2109,1360,
5096,213,8,2304,1512,
5097,213,9,2374,1587,
5098,213,10,2429,1623,
5099,213,11,2421,1627,
5100,213,12,2386,1611,
5101,213,13,2389,1599,
5102,213,14,2341,1591,
5103,213,15,2270,1544,
5104,213,16,2247,1514,
5105,213,17,2356,1605,
5106,213,18,2305,1596,
5107,213,19,2165,1509,
5108,213,20,2064,1412,
5109,213,21,1994,1349,
5110,213,22,1903,1277,
5111,213,23,1739,1152,
5112,214,0,1631,1057,
5113,214,1,1558,1005,
5114,214,2,1493,959,
5115,214,3,1482,960,
5116,214,4,1515,978,
5117,214,5,1574,1009,
5118,214,6,1804,1154,
5119,214,7,2113,1344,
5120,214,8,2286,1490,
5121,214,9,2382,1570,
5122,214,10,2445,1634,
5123,214,11,2461,1641,
5124,214,12,2412,1635,
5125,214,13,2430,1630,
5126,214,14,2348,1606,
5127,214,15,2252,1537,
5128,214,16,2220,1521,
5129,214,17,2330,1607,
5130,214,18,2290,1568,
5131,214,19,2156,1474,
5132,214,20,2056,1404,
5133,214,21,1990,1351,
5134,214,22,1930,1281,
5135,214,23,1755,1152,
5136,215,0,1630,1074,
5137,215,1,1559,1015,
5138,215,2,1533,985,
5139,215,3,1524,969,
5140,215,4,1556,969,
5141,215,5,1619,1007,
5142,215,6,1870,1148,
5143,215,7,2225,1350,
5144,215,8,2419,1490,
5145,215,9,2499,1616,
5146,215,10,2624,1683,
5147,215,11,2635,1690,
5148,215,12,2566,1683,
5149,215,13,2585,1651,
5150,215,14,2573,1665,
5151,215,15,2475,1577,
5152,215,16,2375,1578,
5153,215,17,2476,1688,
5154,215,18,2346,1630,
5155,215,19,2196,1509,
5156,215,20,2053,1362,
5157,215,21,2045,1317,
5158,215,22,1932,1228,
5159,215,23,1774,1117,
5160,216,0,1641,1032,
5161,216,1,1537,959,
5162,216,2,1508,924,
5163,216,3,1511,926,
5164,216,4,1543,960,
5165,216,5,1613,984,
5166,216,6,1842,1156,
5167,216,7,2089,1326,
5168,216,8,2337,1487,
5169,216,9,2410,1582,
5170,216,10,2433,1609,
5171,216,11,2477,1696,
5172,216,12,2433,1656,
5173,216,13,2375,1626,
5174,216,14,2343,1567,
5175,216,15,2265,1554,
5176,216,16,2168,1504,
5177,216,17,2244,1543,
5178,216,18,2262,1564,
5179,216,19,2119,1436,
5180,216,20,2000,1337,
5181,216,21,1945,1310,
5182,216,22,1862,1241,
5183,216,23,1746,1145,
5184,217,0,1636,1039,
5185,217,1,1522,985,
5186,217,2,1503,946,
5187,217,3,1503,923,
5188,217,4,1484,923,
5189,217,5,1464,898,
5190,217,6,1522,952,
5191,217,7,1658,1041,
5192,217,8,1788,1169,
5193,217,9,1896,1285,
5194,217,10,1949,1346,
5195,217,11,1965,1374,
5196,217,12,1904,1356,
5197,217,13,1900,1343,
5198,217,14,1856,1331,
5199,217,15,1822,1281,
5200,217,16,1845,1305,
5201,217,17,1971,1375,
5202,217,18,1990,1389,
5203,217,19,1887,1340,
5204,217,20,1844,1274,
5205,217,21,1748,1251,
5206,217,22,1709,1201,
5207,217,23,1603,1107,
5208,218,0,1471,1019,
5209,218,1,1411,955,
5210,218,2,1343,927,
5211,218,3,1358,915,
5212,218,4,1357,925,
5213,218,5,1340,899,
5214,218,6,1389,942,
5215,218,7,1527,1021,
5216,218,8,1694,1140,
5217,218,9,1804,1253,
5218,218,10,1908,1328,
5219,218,11,1944,1333,
5220,218,12,1961,1326,
5221,218,13,1906,1330,
5222,218,14,1865,1308,
5223,218,15,1807,1280,
5224,218,16,1830,1326,
5225,218,17,1990,1391,
5226,218,18,1997,1377,
5227,218,19,1903,1349,
5228,218,20,1858,1306,
5229,218,21,1844,1266,
5230,218,22,1788,1197,
5231,218,23,1651,1086,
5232,219,0,1558,997,
5233,219,1,1515,936,
5234,219,2,1485,917,
5235,219,3,1486,926,
5236,219,4,1546,945,
5237,219,5,1641,988,
5238,219,6,1918,1155,
5239,219,7,2277,1405,
5240,219,8,2460,1538,
5241,219,9,2533,1593,
5242,219,10,2635,1675,
5243,219,11,2654,1636,
5244,219,12,2584,1630,
5245,219,13,2664,1633,
5246,219,14,2624,1614,
5247,219,15,2488,1556,
5248,219,16,2406,1545,
5249,219,17,2512,1625,
5250,219,18,2468,1609,
5251,219,19,2342,1511,
5252,219,20,2208,1408,
5253,219,21,2134,1359,
5254,219,22,2032,1267,
5255,219,23,1846,1144,
5256,220,0,1703,1041,
5257,220,1,1654,975,
5258,220,2,1617,957,
5259,220,3,1621,961,
5260,220,4,1667,981,
5261,220,5,1772,1025,
5262,220,6,2038,1202,
5263,220,7,2387,1431,
5264,220,8,2571,1564,
5265,220,9,2615,1633,
5266,220,10,2660,1684,
5267,220,11,2671,1681,
5268,220,12,2622,1649,
5269,220,13,2650,1621,
5270,220,14,2600,1592,
5271,220,15,2485,1555,
5272,220,16,2415,1537,
5273,220,17,2513,1609,
5274,220,18,2430,1584,
5275,220,19,2344,1494,
5276,220,20,2276,1414,
5277,220,21,2216,1370,
5278,220,22,2042,1278,
5279,220,23,1870,1167,
5280,221,0,1768,1078,
5281,221,1,1713,1012,
5282,221,2,1682,989,
5283,221,3,1683,996,
5284,221,4,1702,1016,
5285,221,5,1789,1084,
5286,221,6,2059,1262,
5287,221,7,2392,1470,
5288,221,8,2592,1617,
5289,221,9,2623,1687,
5290,221,10,2733,1742,
5291,221,11,2720,1722,
5292,221,12,2766,1722,
5293,221,13,2713,1707,
5294,221,14,2647,1689,
5295,221,15,2473,1649,
5296,221,16,2445,1642,
5297,221,17,2600,1687,
5298,221,18,2521,1655,
5299,221,19,2377,1564,
5300,221,20,2244,1477,
5301,221,21,2195,1450,
5302,221,22,2051,1346,
5303,221,23,1856,1207,
5304,222,0,1724,1105,
5305,222,1,1675,1044,
5306,222,2,1658,1023,
5307,222,3,1650,1018,
5308,222,4,1691,1026,
5309,222,5,1807,1079,
5310,222,6,2083,1276,
5311,222,7,2425,1506,
5312,222,8,2583,1651,
