hiy,diy,hid,DK1,DK2,
0,1,0,1590,1225,
1,1,1,1563,1177,
2,1,2,1483,1113,
3,1,3,1408,1085,
4,1,4,1429,1050,
5,1,5,1444,1038,
6,1,6,1470,1058,
7,1,7,1535,1103,
8,1,8,1616,1140,
9,1,9,1704,1215,
10,1,10,1826,1332,
11,1,11,1914,1401,
12,1,12,1950,1424,
13,1,13,1911,1451,
14,1,14,1901,1483,
15,1,15,1944,1527,
16,1,16,2125,1647,
17,1,17,2345,1758,
18,1,18,2298,1732,
19,1,19,2177,1644,
20,1,20,2005,1536,
21,1,21,1872,1443,
22,1,22,1743,1341,
23,1,23,1579,1243,
24,2,0,1477,1169,
25,2,1,1440,1099,
26,2,2,1461,1066,
27,2,3,1468,1071,
28,2,4,1542,1114,
29,2,5,1711,1220,
30,2,6,2102,1451,
31,2,7,2564,1703,
32,2,8,2804,1827,
33,2,9,2833,1859,
34,2,10,2865,1893,
35,2,11,2827,1875,
36,2,12,2669,1845,
37,2,13,2691,1829,
38,2,14,2652,1813,
39,2,15,2659,1815,
40,2,16,2827,1968,
41,2,17,3084,2149,
42,2,18,2912,2096,
43,2,19,2736,1950,
44,2,20,2538,1820,
45,2,21,2399,1678,
46,2,22,2194,1529,
47,2,23,2056,1388,
48,3,0,1878,1287,
49,3,1,1768,1231,
50,3,2,1701,1166,
51,3,3,1726,1125,
52,3,4,1776,1130,
53,3,5,1908,1196,
54,3,6,2255,1396,
55,3,7,2728,1596,
56,3,8,2949,1782,
57,3,9,2914,1929,
58,3,10,2897,1960,
59,3,11,2785,1941,
60,3,12,2726,1937,
61,3,13,2685,1937,
62,3,14,2646,1916,
63,3,15,2550,1906,
64,3,16,2667,2005,
65,3,17,2817,2136,
66,3,18,2668,2050,
67,3,19,2537,1902,
68,3,20,2358,1748,
69,3,21,2204,1606,
70,3,22,1994,1450,
71,3,23,1864,1303,
72,4,0,1727,1332,
73,4,1,1584,1274,
74,4,2,1661,1224,
75,4,3,1660,1223,
76,4,4,1643,1211,
77,4,5,1756,1280,
78,4,6,2152,1499,
79,4,7,2569,1792,
80,4,8,2761,1872,
81,4,9,2692,1896,
82,4,10,2698,1944,
83,4,11,2706,1908,
84,4,12,2613,1876,
85,4,13,2601,1892,
86,4,14,2597,1885,
87,4,15,2584,1882,
88,4,16,2670,2016,
89,4,17,2921,2186,
90,4,18,2790,2127,
91,4,19,2645,1976,
92,4,20,2504,1839,
93,4,21,2370,1725,
94,4,22,2164,1571,
95,4,23,1990,1438,
96,5,0,1961,1350,
97,5,1,1826,1293,
98,5,2,1779,1275,
99,5,3,1779,1279,
100,5,4,1852,1321,
101,5,5,2002,1415,
102,5,6,2397,1666,
103,5,7,2886,1990,
104,5,8,3064,2078,
105,5,9,3052,2089,
106,5,10,3105,2081,
107,5,11,3072,2060,
108,5,12,2974,2044,
109,5,13,3003,2010,
110,5,14,2973,2003,
111,5,15,2942,2024,
112,5,16,3079,2188,
113,5,17,3347,2367,
114,5,18,3210,2294,
115,5,19,3000,2169,
116,5,20,2823,2019,
117,5,21,2657,1883,
118,5,22,2472,1742,
119,5,23,2282,1592,
120,6,0,2152,1493,
121,6,1,2088,1446,
122,6,2,2048,1429,
123,6,3,2043,1437,
124,6,4,2083,1462,
125,6,5,2212,1561,
126,6,6,2580,1819,
127,6,7,3016,2089,
128,6,8,3157,2181,
129,6,9,3076,2220,
130,6,10,3064,2241,
131,6,11,2968,2201,
132,6,12,2774,2123,
133,6,13,2683,2074,
134,6,14,2629,2013,
135,6,15,2622,2012,
136,6,16,2784,2164,
137,6,17,2974,2328,
138,6,18,2850,2286,
139,6,19,2615,2118,
140,6,20,2439,1948,
141,6,21,2269,1823,
142,6,22,2080,1688,
143,6,23,1890,1553,
144,7,0,1791,1447,
145,7,1,1713,1368,
146,7,2,1664,1337,
147,7,3,1666,1313,
148,7,4,1700,1318,
149,7,5,1743,1339,
150,7,6,1851,1413,
151,7,7,2041,1530,
152,7,8,2249,1663,
153,7,9,2371,1769,
154,7,10,2400,1824,
155,7,11,2364,1843,
156,7,12,2319,1836,
157,7,13,2245,1829,
158,7,14,2209,1839,
159,7,15,2254,1861,
160,7,16,2431,1949,
161,7,17,2670,2069,
162,7,18,2599,2031,
163,7,19,2385,1875,
164,7,20,2232,1752,
165,7,21,2111,1653,
166,7,22,1997,1542,
167,7,23,1890,1448,
168,8,0,1790,1361,
169,8,1,1711,1285,
170,8,2,1685,1247,
171,8,3,1695,1236,
172,8,4,1703,1243,
173,8,5,1746,1260,
174,8,6,1839,1317,
175,8,7,1980,1418,
176,8,8,2150,1548,
177,8,9,2267,1660,
178,8,10,2337,1743,
179,8,11,2326,1787,
180,8,12,2303,1797,
181,8,13,2271,1770,
182,8,14,2257,1760,
183,8,15,2270,1774,
184,8,16,2438,1918,
185,8,17,2728,2070,
186,8,18,2639,2057,
187,8,19,2438,1931,
188,8,20,2270,1783,
189,8,21,2119,1653,
190,8,22,1954,1514,
191,8,23,1807,1377,
192,9,0,1732,1281,
193,9,1,1699,1230,
194,9,2,1664,1209,
195,9,3,1671,1222,
196,9,4,1764,1237,
197,9,5,1905,1343,
198,9,6,2339,1601,
199,9,7,2790,1875,
200,9,8,2955,1985,
201,9,9,2927,1989,
202,9,10,2975,2011,
203,9,11,2923,2003,
204,9,12,2838,1979,
205,9,13,2846,1980,
206,9,14,2745,1975,
207,9,15,2667,1948,
208,9,16,2772,2053,
209,9,17,2970,2213,
210,9,18,2813,2122,
211,9,19,2574,1969,
212,9,20,2383,1832,
213,9,21,2225,1695,
214,9,22,2031,1536,
215,9,23,1889,1394,
216,10,0,1808,1305,
217,10,1,1801,1243,
218,10,2,1730,1216,
219,10,3,1790,1235,
220,10,4,1900,1255,
221,10,5,2011,1350,
222,10,6,2384,1622,
223,10,7,2735,1910,
224,10,8,2891,2002,
225,10,9,2864,2021,
226,10,10,2888,2028,
227,10,11,2880,2015,
228,10,12,2803,1988,
229,10,13,2834,2011,
230,10,14,2819,2000,
231,10,15,2739,2004,
232,10,16,2819,2086,
233,10,17,2984,2213,
234,10,18,2815,2133,
235,10,19,2606,1985,
236,10,20,2387,1857,
237,10,21,2216,1718,
238,10,22,2013,1559,
239,10,23,1828,1423,
240,11,0,1780,1325,
241,11,1,1665,1261,
242,11,2,1611,1221,
243,11,3,1651,1232,
244,11,4,1713,1269,
245,11,5,1806,1361,
246,11,6,2198,1609,
247,11,7,2559,1898,
248,11,8,2735,1991,
249,11,9,2771,2030,
250,11,10,2831,2098,
251,11,11,2811,2107,
252,11,12,2725,2110,
253,11,13,2669,2085,
254,11,14,2584,2025,
255,11,15,2494,1974,
256,11,16,2580,2072,
257,11,17,2823,2213,
258,11,18,2666,2138,
259,11,19,2453,2038,
260,11,20,2294,1852,
261,11,21,2214,1726,
262,11,22,2061,1548,
263,11,23,1917,1390,
264,12,0,1798,1301,
265,12,1,1799,1264,
266,12,2,1748,1231,
267,12,3,1767,1241,
268,12,4,1792,1262,
269,12,5,1944,1339,
270,12,6,2207,1586,
271,12,7,2672,1884,
272,12,8,2793,2005,
273,12,9,2725,2001,
274,12,10,2738,1997,
275,12,11,2662,1962,
276,12,12,2617,1931,
277,12,13,2608,1918,
278,12,14,2586,1894,
279,12,15,2555,1878,
280,12,16,2668,1999,
281,12,17,2945,2162,
282,12,18,2851,2097,
283,12,19,2643,1954,
284,12,20,2505,1810,
285,12,21,2372,1682,
286,12,22,2169,1538,
287,12,23,2000,1387,
288,13,0,1882,1297,
289,13,1,1850,1245,
290,13,2,1833,1245,
291,13,3,1854,1260,
292,13,4,1943,1285,
293,13,5,2089,1361,
294,13,6,2477,1622,
295,13,7,2914,1891,
296,13,8,3048,1996,
297,13,9,2973,2009,
298,13,10,2982,2029,
299,13,11,2891,1998,
300,13,12,2722,1976,
301,13,13,2633,1961,
302,13,14,2504,1897,
303,13,15,2492,1888,
304,13,16,2656,1992,
305,13,17,2935,2151,
306,13,18,2841,2103,
307,13,19,2648,1947,
308,13,20,2437,1803,
309,13,21,2274,1701,
310,13,22,2104,1580,
311,13,23,1947,1471,
312,14,0,1819,1377,
313,14,1,1710,1317,
314,14,2,1651,1288,
315,14,3,1615,1280,
316,14,4,1654,1287,
317,14,5,1677,1311,
318,14,6,1770,1376,
319,14,7,1991,1478,
320,14,8,2182,1603,
321,14,9,2277,1721,
322,14,10,2294,1766,
323,14,11,2259,1755,
324,14,12,2198,1742,
325,14,13,2150,1710,
326,14,14,2117,1717,
327,14,15,2119,1733,
328,14,16,2296,1866,
329,14,17,2563,2032,
330,14,18,2482,1989,
331,14,19,2281,1853,
332,14,20,2194,1738,
333,14,21,2033,1622,
334,14,22,1900,1527,
335,14,23,1805,1430,
336,15,0,1723,1338,
337,15,1,1666,1249,
338,15,2,1647,1210,
339,15,3,1650,1184,
340,15,4,1651,1185,
341,15,5,1678,1211,
342,15,6,1788,1295,
343,15,7,1981,1399,
344,15,8,2176,1499,
345,15,9,2271,1615,
346,15,10,2267,1698,
347,15,11,2239,1715,
348,15,12,2180,1695,
349,15,13,2125,1653,
350,15,14,2118,1642,
351,15,15,2161,1668,
352,15,16,2372,1808,
353,15,17,2757,2034,
354,15,18,2701,2025,
355,15,19,2525,1898,
356,15,20,2360,1777,
357,15,21,2238,1671,
358,15,22,2089,1536,
359,15,23,1959,1422,
360,16,0,1894,1345,
361,16,1,1858,1286,
362,16,2,1847,1266,
363,16,3,1873,1274,
364,16,4,1918,1310,
365,16,5,2081,1416,
366,16,6,2507,1680,
367,16,7,2997,1970,
368,16,8,3153,2038,
369,16,9,3108,2048,
370,16,10,3075,2040,
371,16,11,2998,2012,
372,16,12,2884,1957,
373,16,13,2886,1937,
374,16,14,2840,1914,
375,16,15,2779,1904,
376,16,16,2885,2030,
377,16,17,3213,2255,
378,16,18,3075,2195,
379,16,19,2893,2042,
380,16,20,2729,1914,
381,16,21,2576,1788,
382,16,22,2406,1636,
383,16,23,2219,1491,
384,17,0,2090,1386,
385,17,1,2036,1311,
386,17,2,2007,1289,
387,17,3,2012,1301,
388,17,4,2045,1337,
389,17,5,2213,1439,
390,17,6,2596,1705,
391,17,7,3044,1994,
392,17,8,3170,2087,
393,17,9,3126,2107,
394,17,10,3141,2115,
395,17,11,3108,2072,
396,17,12,3039,2057,
397,17,13,3032,2044,
398,17,14,2956,2048,
399,17,15,2849,2039,
400,17,16,2910,2130,
401,17,17,3172,2291,
402,17,18,2990,2200,
403,17,19,2760,2067,
404,17,20,2570,1916,
405,17,21,2405,1769,
406,17,22,2187,1606,
407,17,23,1971,1447,
408,18,0,1854,1344,
409,18,1,1777,1280,
410,18,2,1742,1249,
411,18,3,1770,1248,
412,18,4,1816,1270,
413,18,5,1968,1378,
414,18,6,2393,1633,
415,18,7,2883,1911,
416,18,8,3031,1981,
417,18,9,2967,2004,
418,18,10,2989,2027,
419,18,11,2956,2017,
420,18,12,2879,1999,
421,18,13,2873,1991,
422,18,14,2809,1966,
423,18,15,2763,1938,
424,18,16,2848,2029,
425,18,17,3070,2205,
426,18,18,2875,2106,
427,18,19,2674,1972,
428,18,20,2533,1831,
429,18,21,2329,1700,
430,18,22,2124,1538,
431,18,23,1949,1384,
432,19,0,1849,1280,
433,19,1,1835,1222,
434,19,2,1806,1195,
435,19,3,1810,1206,
436,19,4,1836,1224,
437,19,5,1993,1323,
438,19,6,2399,1584,
439,19,7,2823,1879,
440,19,8,2929,1963,
441,19,9,2880,1804,
442,19,10,2920,1860,
443,19,11,2887,1997,
444,19,12,2798,1947,
445,19,13,2794,1926,
446,19,14,2718,1880,
447,19,15,2653,1856,
448,19,16,2701,1940,
449,19,17,3014,2162,
450,19,18,2882,2097,
451,19,19,2671,1958,
452,19,20,2489,1855,
453,19,21,2303,1733,
454,19,22,2093,1576,
455,19,23,1895,1423,
456,20,0,1748,1317,
457,20,1,1702,1253,
458,20,2,1647,1213,
459,20,3,1647,1224,
460,20,4,1692,1257,
461,20,5,1841,1352,
462,20,6,2259,1614,
463,20,7,2721,1887,
464,20,8,2853,1958,
465,20,9,2838,1954,
466,20,10,2841,1896,
467,20,11,2756,1879,
468,20,12,2590,1855,
469,20,13,2486,1823,
470,20,14,2352,1778,
471,20,15,2315,1777,
472,20,16,2430,1878,
473,20,17,2719,2068,
474,20,18,2616,2030,
475,20,19,2368,1880,
476,20,20,2160,1735,
477,20,21,2040,1634,
478,20,22,1926,1513,
479,20,23,1773,1407,
480,21,0,1677,1311,
481,21,1,1624,1250,
482,21,2,1614,1213,
483,21,3,1608,1201,
484,21,4,1615,1196,
485,21,5,1663,1234,
486,21,6,1785,1306,
487,21,7,1977,1432,
488,21,8,2162,1558,
489,21,9,2278,1679,
490,21,10,2348,1760,
491,21,11,2328,1786,
492,21,12,2257,1776,
493,21,13,2197,1749,
494,21,14,2152,1733,
495,21,15,2178,1739,
496,21,16,2320,1836,
497,21,17,2626,2008,
498,21,18,2540,1977,
499,21,19,2322,1827,
500,21,20,2163,1710,
501,21,21,2039,1609,
502,21,22,1911,1505,
503,21,23,1788,1402,
504,22,0,1700,1311,
505,22,1,1624,1244,
506,22,2,1579,1206,
507,22,3,1569,1185,
508,22,4,1576,1183,
509,22,5,1627,1202,
510,22,6,1730,1261,
511,22,7,1891,1364,
512,22,8,2071,1495,
513,22,9,2186,1621,
514,22,10,2260,1696,
515,22,11,2290,1729,
516,22,12,2274,1731,
517,22,13,2250,1728,
518,22,14,2247,1728,
519,22,15,2272,1751,
520,22,16,2378,1838,
521,22,17,2656,2012,
522,22,18,2612,1988,
523,22,19,2418,1860,
524,22,20,2250,1728,
525,22,21,2116,1612,
526,22,22,1953,1477,
527,22,23,1823,1361,
528,23,0,1746,1278,
529,23,1,1701,1223,
530,23,2,1699,1205,
531,23,3,1709,1210,
532,23,4,1753,1240,
533,23,5,1925,1355,
534,23,6,2365,1615,
535,23,7,2841,1911,
536,23,8,2971,1998,
537,23,9,2928,2014,
538,23,10,2948,2023,
539,23,11,2922,2010,
540,23,12,2822,1983,
541,23,13,2825,1953,
542,23,14,2755,1924,
543,23,15,2696,1892,
544,23,16,2757,1964,
545,23,17,3060,2202,
546,23,18,2927,2135,
547,23,19,2729,2017,
548,23,20,2487,1844,
549,23,21,2337,1709,
550,23,22,2155,1550,
551,23,23,1993,1404,
552,24,0,1873,1311,
553,24,1,1807,1245,
554,24,2,1772,1217,
555,24,3,1779,1220,
556,24,4,1814,1249,
557,24,5,1983,1349,
558,24,6,2408,1609,
559,24,7,2877,1888,
560,24,8,2990,1982,
561,24,9,2959,1970,
562,24,10,2975,1799,
563,24,11,2978,1857,
564,24,12,2889,1976,
565,24,13,2886,1971,
566,24,14,2832,1951,
567,24,15,2715,1927,
568,24,16,2769,1985,
569,24,17,3054,2192,
570,24,18,2899,2142,
571,24,19,2706,1989,
572,24,20,2517,1840,
573,24,21,2334,1695,
574,24,22,2130,1532,
575,24,23,1937,1374,
576,25,0,1802,1296,
577,25,1,1743,1238,
578,25,2,1708,1217,
579,25,3,1733,1229,
580,25,4,1783,1261,
581,25,5,1952,1380,
582,25,6,2364,1648,
583,25,7,2836,1929,
584,25,8,2972,1996,
585,25,9,2921,2009,
586,25,10,2978,2044,
587,25,11,3002,2036,
588,25,12,2928,2004,
589,25,13,2950,1985,
590,25,14,2879,1975,
591,25,15,2785,1964,
592,25,16,2858,2046,
593,25,17,3111,2254,
594,25,18,2970,2183,
595,25,19,2775,2037,
596,25,20,2584,1895,
597,25,21,2397,1753,
598,25,22,2196,1598,
599,25,23,2024,1442,
600,26,0,1928,1348,
601,26,1,1869,1291,
602,26,2,1873,1256,
603,26,3,1905,1273,
604,26,4,1961,1310,
605,26,5,2128,1420,
606,26,6,2549,1671,
607,26,7,3021,1961,
608,26,8,3149,2047,
609,26,9,3122,2072,
610,26,10,3156,2078,
611,26,11,3110,2048,
612,26,12,3005,2020,
613,26,13,2993,2018,
614,26,14,2955,1979,
615,26,15,2862,1946,
616,26,16,2895,2024,
617,26,17,3160,2232,
618,26,18,3018,2168,
619,26,19,2838,2031,
620,26,20,2631,1877,
621,26,21,2447,1723,
622,26,22,2229,1567,
623,26,23,2049,1436,
624,27,0,1936,1347,
625,27,1,1896,1290,
626,27,2,1855,1265,
627,27,3,1848,1272,
628,27,4,1896,1310,
629,27,5,2040,1411,
630,27,6,2439,1652,
631,27,7,2856,1907,
632,27,8,2974,1967,
633,27,9,2890,1988,
634,27,10,2857,1991,
635,27,11,2792,1940,
636,27,12,2628,1900,
637,27,13,2515,1857,
638,27,14,2438,1805,
639,27,15,2429,1787,
640,27,16,2537,1872,
641,27,17,2854,2101,
642,27,18,2783,2068,
643,27,19,2564,1945,
644,27,20,2389,1785,
645,27,21,2254,1682,
646,27,22,2102,1565,
647,27,23,1957,1453,
648,28,0,1857,1361,
649,28,1,1777,1296,
650,28,2,1726,1266,
651,28,3,1702,1263,
652,28,4,1692,1261,
653,28,5,1723,1300,
654,28,6,1824,1372,
655,28,7,2019,1481,
656,28,8,2196,1588,
657,28,9,2284,1683,
658,28,10,2303,1725,
659,28,11,2282,1715,
660,28,12,2218,1686,
661,28,13,2137,1653,
662,28,14,2090,1632,
663,28,15,2081,1631,
664,28,16,2216,1722,
665,28,17,2565,1964,
666,28,18,2505,1953,
667,28,19,2283,1810,
668,28,20,2141,1691,
669,28,21,2002,1587,
670,28,22,1899,1496,
671,28,23,1795,1411,
672,29,0,1706,1324,
673,29,1,1650,1260,
674,29,2,1632,1225,
675,29,3,1618,1217,
676,29,4,1642,1226,
677,29,5,1685,1244,
678,29,6,1775,1289,
679,29,7,1888,1393,
680,29,8,2047,1504,
681,29,9,2122,1621,
682,29,10,2167,1704,
683,29,11,2189,1727,
684,29,12,2161,1717,
685,29,13,2159,1707,
686,29,14,2165,1697,
687,29,15,2175,1700,
688,29,16,2276,1789,
689,29,17,2599,1976,
690,29,18,2562,1948,
691,29,19,2391,1820,
692,29,20,2222,1673,
693,29,21,2092,1550,
694,29,22,1917,1420,
695,29,23,1770,1297,
696,30,0,1736,1208,
697,30,1,1714,1157,
698,30,2,1711,1151,
699,30,3,1722,1159,
700,30,4,1759,1200,
701,30,5,1948,1313,
702,30,6,2394,1572,
703,30,7,2867,1853,
704,30,8,3013,1934,
705,30,9,2988,1961,
706,30,10,3018,1985,
707,30,11,3018,1988,
708,30,12,2950,1972,
709,30,13,2913,1959,
710,30,14,2894,1922,
711,30,15,2814,1887,
712,30,16,2823,1934,
713,30,17,3052,2167,
714,30,18,2946,2103,
715,30,19,2772,1952,
716,30,20,2547,1804,
717,30,21,2378,1674,
718,30,22,2183,1517,
719,30,23,1993,1379,
720,31,0,1858,1286,
721,31,1,1782,1226,
722,31,2,1754,1194,
723,31,3,1780,1206,
724,31,4,1830,1228,
725,31,5,1986,1343,
726,31,6,2410,1600,
727,31,7,2881,1877,
728,31,8,3000,1955,
729,31,9,2975,1982,
730,31,10,3022,2007,
731,31,11,3007,1996,
732,31,12,2927,1981,
733,31,13,2932,1969,
734,31,14,2884,1927,
735,31,15,2805,1902,
736,31,16,2844,1943,
737,31,17,3103,2169,
738,31,18,2953,2118,
739,31,19,2758,1975,
740,31,20,2550,1843,
741,31,21,2374,1714,
742,31,22,2171,1552,
743,31,23,1972,1401,
744,32,0,1863,1309,
745,32,1,1804,1253,
746,32,2,1793,1224,
747,32,3,1816,1224,
748,32,4,1857,1248,
749,32,5,2015,1364,
750,32,6,2421,1616,
751,32,7,2901,1883,
752,32,8,3015,1952,
753,32,9,2985,1970,
754,32,10,3011,2014,
755,32,11,2998,2009,
756,32,12,2929,1998,
757,32,13,2916,1996,
758,32,14,2864,1961,
759,32,15,2748,1932,
760,32,16,2777,1957,
761,32,17,3016,2163,
762,32,18,2868,2114,
763,32,19,2658,1986,
764,32,20,2432,1833,
765,32,21,2244,1707,
766,32,22,2061,1542,
767,32,23,1886,1398,
768,33,0,1751,1290,
769,33,1,1699,1240,
770,33,2,1680,1205,
771,33,3,1686,1208,
772,33,4,1754,1244,
773,33,5,1912,1353,
774,33,6,2332,1618,
775,33,7,2780,1901,
776,33,8,2948,1970,
777,33,9,2958,1986,
778,33,10,3038,2021,
779,33,11,3034,2015,
780,33,12,2959,1983,
781,33,13,3008,1972,
782,33,14,2948,1947,
783,33,15,2842,1909,
784,33,16,2833,1962,
785,33,17,3064,2169,
786,33,18,2931,2129,
787,33,19,2728,1981,
788,33,20,2536,1850,
789,33,21,2376,1717,
790,33,22,2336,1555,
791,33,23,2045,1413,
792,34,0,1938,1320,
793,34,1,1807,1257,
794,34,2,1781,1241,
795,34,3,1773,1233,
796,34,4,1785,1254,
797,34,5,1942,1357,
798,34,6,2346,1615,
799,34,7,2809,1854,
800,34,8,2928,1938,
801,34,9,2933,2000,
802,34,10,2999,2044,
803,34,11,2973,2030,
804,34,12,2840,1988,
805,34,13,2761,1926,
806,34,14,2660,1881,
807,34,15,2606,1868,
808,34,16,2656,1928,
809,34,17,2891,2096,
810,34,18,2778,2050,
811,34,19,2553,1890,
812,34,20,2311,1759,
813,34,21,2152,1636,
814,34,22,2011,1514,
815,34,23,1848,1403,
816,35,0,1698,1301,
817,35,1,1617,1237,
818,35,2,1581,1197,
819,35,3,1583,1177,
820,35,4,1601,1185,
821,35,5,1662,1219,
822,35,6,1793,1282,
823,35,7,2000,1400,
824,35,8,2199,1532,
825,35,9,2327,1667,
826,35,10,2387,1730,
827,35,11,2385,1737,
828,35,12,2354,1733,
829,35,13,2335,1728,
830,35,14,2320,1713,
831,35,15,2316,1715,
832,35,16,2384,1787,
833,35,17,2649,1971,
834,35,18,2602,1960,
835,35,19,2383,1823,
836,35,20,2241,1704,
837,35,21,2108,1596,
838,35,22,1982,1489,
839,35,23,1843,1385,
840,36,0,1727,1291,
841,36,1,1641,1226,
842,36,2,1600,1191,
843,36,3,1590,1166,
844,36,4,1613,1172,
845,36,5,1646,1191,
846,36,6,1738,1237,
847,36,7,1872,1335,
848,36,8,2020,1453,
849,36,9,2175,1579,
850,36,10,2246,1658,
851,36,11,2261,1687,
852,36,12,2244,1697,
853,36,13,2225,1715,
854,36,14,2203,1708,
855,36,15,2210,1708,
856,36,16,2303,1798,
857,36,17,2595,1998,
858,36,18,2562,1961,
859,36,19,2384,1839,
860,36,20,2221,1710,
861,36,21,2081,1578,
862,36,22,1954,1447,
863,36,23,1801,1330,
864,37,0,1685,1243,
865,37,1,1627,1192,
866,37,2,1614,1153,
867,37,3,1598,1172,
868,37,4,1664,1208,
869,37,5,1853,1315,
870,37,6,2291,1554,
871,37,7,2757,1824,
872,37,8,2953,1915,
873,37,9,2994,1959,
874,37,10,3048,1981,
875,37,11,2973,1963,
876,37,12,2874,1946,
877,37,13,2890,1939,
878,37,14,2908,1917,
879,37,15,2765,1902,
880,37,16,2758,1964,
881,37,17,3007,2185,
882,37,18,2927,2150,
883,37,19,2693,2012,
884,37,20,2466,1841,
885,37,21,2310,1714,
886,37,22,2090,1552,
887,37,23,1933,1417,
888,38,0,1899,1337,
889,38,1,1766,1286,
890,38,2,1773,1267,
891,38,3,1810,1276,
892,38,4,1916,1301,
893,38,5,2120,1404,
894,38,6,2436,1668,
895,38,7,2885,1942,
896,38,8,2960,2010,
897,38,9,2968,2012,
898,38,10,2957,2046,
899,38,11,2984,2041,
900,38,12,2896,2052,
901,38,13,2860,2045,
902,38,14,2835,2034,
903,38,15,2690,2008,
904,38,16,2718,2070,
905,38,17,2975,2274,
906,38,18,2917,2253,
907,38,19,2697,2092,
908,38,20,2557,1939,
909,38,21,2438,1775,
910,38,22,2260,1611,
911,38,23,2046,1449,
912,39,0,1939,1349,
913,39,1,1848,1303,
914,39,2,1842,1280,
915,39,3,1845,1290,
916,39,4,1921,1341,
917,39,5,2100,1437,
918,39,6,2543,1684,
919,39,7,2983,1948,
920,39,8,3079,2020,
921,39,9,3069,2062,
922,39,10,3095,2086,
923,39,11,3040,2075,
924,39,12,2896,2077,
925,39,13,2942,2062,
926,39,14,2888,2057,
927,39,15,2781,2019,
928,39,16,2738,2042,
929,39,17,3010,2273,
930,39,18,2935,2275,
931,39,19,2742,2115,
932,39,20,2562,1975,
933,39,21,2381,1823,
934,39,22,2208,1661,
935,39,23,2067,1514,
936,40,0,1963,1419,
937,40,1,1930,1367,
938,40,2,1905,1343,
939,40,3,1913,1350,
940,40,4,1965,1383,
941,40,5,2141,1485,
942,40,6,2568,1731,
943,40,7,2999,1967,
944,40,8,2833,1875,
945,40,9,3087,2080,
946,40,10,3109,2116,
947,40,11,3078,2094,
948,40,12,3009,2036,
949,40,13,3016,2046,
950,40,14,2975,2047,
951,40,15,2900,2003,
952,40,16,2929,2029,
953,40,17,3156,2221,
954,40,18,3128,2231,
955,40,19,2977,2074,
956,40,20,2844,1933,
957,40,21,2721,1831,
958,40,22,2383,1670,
959,40,23,2187,1524,
960,41,0,2057,1422,
961,41,1,2014,1339,
962,41,2,2030,1309,
963,41,3,2057,1315,
964,41,4,2014,1345,
965,41,5,2169,1442,
966,41,6,2615,1669,
967,41,7,2995,1934,
968,41,8,3144,1994,
969,41,9,3070,1996,
970,41,10,3062,2056,
971,41,11,3012,2067,
972,41,12,2872,2049,
973,41,13,2724,2009,
974,41,14,2599,1939,
975,41,15,2511,1884,
976,41,16,2530,1913,
977,41,17,2751,2108,
978,41,18,2825,2150,
979,41,19,2540,2002,
980,41,20,2431,1841,
981,41,21,2312,1707,
982,41,22,2136,1582,
983,41,23,1941,1477,
984,42,0,1846,1373,
985,42,1,1770,1307,
986,42,2,1713,1276,
987,42,3,1674,1260,
988,42,4,1727,1263,
989,42,5,1834,1283,
990,42,6,1961,1353,
991,42,7,2118,1452,
992,42,8,2255,1567,
993,42,9,2302,1671,
994,42,10,2275,1706,
995,42,11,2247,1699,
996,42,12,2190,1667,
997,42,13,2138,1662,
998,42,14,2074,1656,
999,42,15,2054,1676,
1000,42,16,2170,1749,
1001,42,17,2487,1954,
1002,42,18,2580,1992,
1003,42,19,2343,1850,
1004,42,20,2220,1721,
1005,42,21,2097,1628,
1006,42,22,1940,1514,
1007,42,23,1813,1424,
1008,43,0,1710,1334,
1009,43,1,1633,1283,
1010,43,2,1578,1268,
1011,43,3,1587,1207,
1012,43,4,1633,1226,
1013,43,5,1728,1246,
1014,43,6,1754,1313,
1015,43,7,1890,1414,
1016,43,8,2111,1535,
1017,43,9,2225,1633,
1018,43,10,2266,1694,
1019,43,11,2279,1680,
1020,43,12,2186,1662,
1021,43,13,2157,1626,
1022,43,14,2135,1590,
1023,43,15,2257,1589,
1024,43,16,2310,1630,
1025,43,17,2599,1870,
1026,43,18,2670,1956,
1027,43,19,2483,1854,
1028,43,20,2366,1739,
1029,43,21,2264,1636,
1030,43,22,2121,1521,
1031,43,23,2000,1410,
1032,44,0,1952,1331,
1033,44,1,1988,1292,
1034,44,2,1919,1275,
1035,44,3,1914,1295,
1036,44,4,1959,1327,
1037,44,5,2115,1434,
1038,44,6,2480,1665,
1039,44,7,2879,1900,
1040,44,8,3042,1996,
1041,44,9,3070,2040,
1042,44,10,3119,2047,
1043,44,11,3063,2005,
1044,44,12,2943,1985,
1045,44,13,2913,1952,
1046,44,14,2847,1915,
1047,44,15,2744,1868,
1048,44,16,2735,1893,
1049,44,17,3050,2104,
1050,44,18,3101,2157,
1051,44,19,2907,2036,
1052,44,20,2690,1901,
1053,44,21,2533,1776,
1054,44,22,2330,1645,
1055,44,23,2172,1500,
1056,45,0,2039,1404,
1057,45,1,2001,1351,
1058,45,2,1991,1339,
1059,45,3,2009,1345,
1060,45,4,2070,1387,
1061,45,5,2219,1492,
1062,45,6,2556,1717,
1063,45,7,2922,1940,
1064,45,8,3075,2030,
1065,45,9,3052,2047,
1066,45,10,3041,2034,
1067,45,11,2956,1970,
1068,45,12,2835,1914,
1069,45,13,2798,1873,
